#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
  2494   0.740162E+02  -0.156826E+01   0.703094E-06  -0.156826E+01   0.277530E+01  -0.388727E-07   0.703094E-06  -0.388727E-07   0.137543E-08
  2495   0.737113E+02  -0.157937E+01   0.718238E-06  -0.157937E+01   0.278766E+01  -0.394196E-07   0.718238E-06  -0.394196E-07   0.137441E-08
  2496   0.734088E+02  -0.159155E+01   0.732472E-06  -0.159155E+01   0.279998E+01  -0.398931E-07   0.732472E-06  -0.398931E-07   0.137339E-08
  2497   0.731088E+02  -0.160477E+01   0.745747E-06  -0.160477E+01   0.281224E+01  -0.402904E-07   0.745747E-06  -0.402904E-07   0.137236E-08
  2498   0.728114E+02  -0.161903E+01   0.758010E-06  -0.161903E+01   0.282444E+01  -0.406084E-07   0.758010E-06  -0.406084E-07   0.137134E-08
  2499   0.725166E+02  -0.163430E+01   0.769212E-06  -0.163430E+01   0.283655E+01  -0.408440E-07   0.769212E-06  -0.408440E-07   0.137032E-08
  2500   0.722244E+02  -0.165057E+01   0.779302E-06  -0.165057E+01   0.284860E+01  -0.409943E-07   0.779302E-06  -0.409943E-07   0.136930E-08
  2501   0.719349E+02  -0.166783E+01   0.788243E-06  -0.166783E+01   0.286055E+01  -0.410573E-07   0.788243E-06  -0.410573E-07   0.136829E-08
  2502   0.716482E+02  -0.168607E+01   0.796055E-06  -0.168607E+01   0.287241E+01  -0.410352E-07   0.796055E-06  -0.410352E-07   0.136727E-08
  2503   0.713642E+02  -0.170527E+01   0.802771E-06  -0.170527E+01   0.288416E+01  -0.409313E-07   0.802771E-06  -0.409313E-07   0.136625E-08
  2504   0.710830E+02  -0.172541E+01   0.808425E-06  -0.172541E+01   0.289581E+01  -0.407490E-07   0.808425E-06  -0.407490E-07   0.136524E-08
  2505   0.708048E+02  -0.174648E+01   0.813050E-06  -0.174648E+01   0.290735E+01  -0.404914E-07   0.813050E-06  -0.404914E-07   0.136423E-08
  2506   0.705293E+02  -0.176847E+01   0.816680E-06  -0.176847E+01   0.291876E+01  -0.401620E-07   0.816680E-06  -0.401620E-07   0.136321E-08
  2507   0.702570E+02  -0.179134E+01   0.819347E-06  -0.179134E+01   0.293004E+01  -0.397640E-07   0.819347E-06  -0.397640E-07   0.136220E-08
  2508   0.699875E+02  -0.181509E+01   0.821087E-06  -0.181509E+01   0.294120E+01  -0.393007E-07   0.821087E-06  -0.393007E-07   0.136119E-08
  2509   0.697211E+02  -0.183971E+01   0.821931E-06  -0.183971E+01   0.295222E+01  -0.387754E-07   0.821931E-06  -0.387754E-07   0.136018E-08
  2510   0.694578E+02  -0.186516E+01   0.821913E-06  -0.186516E+01   0.296309E+01  -0.381915E-07   0.821913E-06  -0.381915E-07   0.135917E-08
  2511   0.691976E+02  -0.189145E+01   0.821068E-06  -0.189145E+01   0.297382E+01  -0.375521E-07   0.821068E-06  -0.375521E-07   0.135817E-08
  2512   0.689406E+02  -0.191854E+01   0.819428E-06  -0.191854E+01   0.298439E+01  -0.368607E-07   0.819428E-06  -0.368607E-07   0.135716E-08
  2513   0.686867E+02  -0.194643E+01   0.817027E-06  -0.194643E+01   0.299479E+01  -0.361204E-07   0.817027E-06  -0.361204E-07   0.135616E-08
  2514   0.684360E+02  -0.197509E+01   0.813898E-06  -0.197509E+01   0.300503E+01  -0.353347E-07   0.813898E-06  -0.353347E-07   0.135515E-08
  2515   0.681886E+02  -0.200449E+01   0.810075E-06  -0.200449E+01   0.301509E+01  -0.345068E-07   0.810075E-06  -0.345068E-07   0.135415E-08
  2516   0.679444E+02  -0.203464E+01   0.805592E-06  -0.203464E+01   0.302498E+01  -0.336399E-07   0.805592E-06  -0.336399E-07   0.135315E-08
  2517   0.677035E+02  -0.206550E+01   0.800481E-06  -0.206550E+01   0.303467E+01  -0.327375E-07   0.800481E-06  -0.327375E-07   0.135214E-08
  2518   0.674658E+02  -0.209707E+01   0.794776E-06  -0.209707E+01   0.304418E+01  -0.318027E-07   0.794776E-06  -0.318027E-07   0.135114E-08
  2519   0.672315E+02  -0.212931E+01   0.788511E-06  -0.212931E+01   0.305350E+01  -0.308390E-07   0.788511E-06  -0.308390E-07   0.135015E-08
  2520   0.670005E+02  -0.216221E+01   0.781720E-06  -0.216221E+01   0.306261E+01  -0.298495E-07   0.781720E-06  -0.298495E-07   0.134915E-08
  2521   0.667729E+02  -0.219575E+01   0.774434E-06  -0.219575E+01   0.307152E+01  -0.288376E-07   0.774434E-06  -0.288376E-07   0.134815E-08
  2522   0.665487E+02  -0.222991E+01   0.766689E-06  -0.222991E+01   0.308022E+01  -0.278067E-07   0.766689E-06  -0.278067E-07   0.134716E-08
  2523   0.663278E+02  -0.226467E+01   0.758518E-06  -0.226467E+01   0.308871E+01  -0.267599E-07   0.758518E-06  -0.267599E-07   0.134616E-08
  2524   0.661103E+02  -0.230000E+01   0.749953E-06  -0.230000E+01   0.309698E+01  -0.257006E-07   0.749953E-06  -0.257006E-07   0.134517E-08
  2525   0.658964E+02  -0.233590E+01   0.741029E-06  -0.233590E+01   0.310503E+01  -0.246320E-07   0.741029E-06  -0.246320E-07   0.134417E-08
  2526   0.656859E+02  -0.237233E+01   0.731779E-06  -0.237233E+01   0.311284E+01  -0.235576E-07   0.731779E-06  -0.235576E-07   0.134318E-08
  2527   0.654787E+02  -0.240928E+01   0.722237E-06  -0.240928E+01   0.312044E+01  -0.224805E-07   0.722237E-06  -0.224805E-07   0.134219E-08
  2528   0.652752E+02  -0.244673E+01   0.712435E-06  -0.244673E+01   0.312780E+01  -0.214041E-07   0.712435E-06  -0.214041E-07   0.134120E-08
  2529   0.650751E+02  -0.248464E+01   0.702408E-06  -0.248464E+01   0.313491E+01  -0.203317E-07   0.702408E-06  -0.203317E-07   0.134021E-08
  2530   0.648784E+02  -0.252302E+01   0.692188E-06  -0.252302E+01   0.314179E+01  -0.192666E-07   0.692188E-06  -0.192666E-07   0.133922E-08
  2531   0.646853E+02  -0.256183E+01   0.681810E-06  -0.256183E+01   0.314843E+01  -0.182120E-07   0.681810E-06  -0.182120E-07   0.133824E-08
  2532   0.644956E+02  -0.260104E+01   0.671306E-06  -0.260104E+01   0.315481E+01  -0.171713E-07   0.671306E-06  -0.171713E-07   0.133725E-08
  2533   0.643095E+02  -0.264065E+01   0.660711E-06  -0.264065E+01   0.316094E+01  -0.161478E-07   0.660711E-06  -0.161478E-07   0.133627E-08
  2534   0.641269E+02  -0.268063E+01   0.650058E-06  -0.268063E+01   0.316682E+01  -0.151447E-07   0.650058E-06  -0.151447E-07   0.133528E-08
  2535   0.639477E+02  -0.272096E+01   0.639379E-06  -0.272096E+01   0.317243E+01  -0.141654E-07   0.639379E-06  -0.141654E-07   0.133430E-08
  2536   0.637720E+02  -0.276161E+01   0.628710E-06  -0.276161E+01   0.317778E+01  -0.132132E-07   0.628710E-06  -0.132132E-07   0.133332E-08
  2537   0.635999E+02  -0.280257E+01   0.618082E-06  -0.280257E+01   0.318286E+01  -0.122913E-07   0.618082E-06  -0.122913E-07   0.133234E-08
  2538   0.634312E+02  -0.284381E+01   0.607530E-06  -0.284381E+01   0.318767E+01  -0.114031E-07   0.607530E-06  -0.114031E-07   0.133136E-08
  2539   0.632660E+02  -0.288533E+01   0.597087E-06  -0.288533E+01   0.319221E+01  -0.105518E-07   0.597087E-06  -0.105518E-07   0.133038E-08
  2540   0.631042E+02  -0.292708E+01   0.586787E-06  -0.292708E+01   0.319647E+01  -0.974077E-08   0.586787E-06  -0.974077E-08   0.132940E-08
  2541   0.629460E+02  -0.296905E+01   0.576662E-06  -0.296905E+01   0.320046E+01  -0.897331E-08   0.576662E-06  -0.897331E-08   0.132843E-08
  2542   0.627912E+02  -0.301122E+01   0.566747E-06  -0.301122E+01   0.320416E+01  -0.825271E-08   0.566747E-06  -0.825271E-08   0.132745E-08
  2543   0.626399E+02  -0.305357E+01   0.557075E-06  -0.305357E+01   0.320760E+01  -0.758225E-08   0.557075E-06  -0.758225E-08   0.132648E-08
  2544   0.624921E+02  -0.309608E+01   0.547680E-06  -0.309608E+01   0.321074E+01  -0.696524E-08   0.547680E-06  -0.696524E-08   0.132550E-08
  2545   0.623477E+02  -0.313873E+01   0.538594E-06  -0.313873E+01   0.321361E+01  -0.640497E-08   0.538594E-06  -0.640497E-08   0.132453E-08
  2546   0.622068E+02  -0.318148E+01   0.529851E-06  -0.318148E+01   0.321619E+01  -0.590475E-08   0.529851E-06  -0.590475E-08   0.132356E-08
  2547   0.620693E+02  -0.322433E+01   0.521486E-06  -0.322433E+01   0.321848E+01  -0.546787E-08   0.521486E-06  -0.546787E-08   0.132259E-08
  2548   0.619351E+02  -0.326725E+01   0.513530E-06  -0.326725E+01   0.322049E+01  -0.509763E-08   0.513530E-06  -0.509763E-08   0.132162E-08
  2549   0.618044E+02  -0.331022E+01   0.506018E-06  -0.331022E+01   0.322221E+01  -0.479732E-08   0.506018E-06  -0.479732E-08   0.132065E-08
  2550   0.616769E+02  -0.335322E+01   0.498984E-06  -0.335322E+01   0.322364E+01  -0.457026E-08   0.498984E-06  -0.457026E-08   0.131968E-08
  2551   0.615529E+02  -0.339624E+01   0.492450E-06  -0.339624E+01   0.322477E+01  -0.441864E-08   0.492450E-06  -0.441864E-08   0.131871E-08
  2552   0.614322E+02  -0.343923E+01   0.486400E-06  -0.343923E+01   0.322560E+01  -0.434036E-08   0.486400E-06  -0.434036E-08   0.131775E-08
  2553   0.613147E+02  -0.348220E+01   0.480807E-06  -0.348220E+01   0.322613E+01  -0.433220E-08   0.480807E-06  -0.433220E-08   0.131678E-08
  2554   0.612005E+02  -0.352511E+01   0.475645E-06  -0.352511E+01   0.322637E+01  -0.439097E-08   0.475645E-06  -0.439097E-08   0.131582E-08
  2555   0.610896E+02  -0.356795E+01   0.470886E-06  -0.356795E+01   0.322631E+01  -0.451347E-08   0.470886E-06  -0.451347E-08   0.131486E-08
  2556   0.609818E+02  -0.361069E+01   0.466504E-06  -0.361069E+01   0.322595E+01  -0.469649E-08   0.466504E-06  -0.469649E-08   0.131390E-08
  2557   0.608773E+02  -0.365333E+01   0.462473E-06  -0.365333E+01   0.322529E+01  -0.493682E-08   0.462473E-06  -0.493682E-08   0.131293E-08
  2558   0.607759E+02  -0.369583E+01   0.458765E-06  -0.369583E+01   0.322433E+01  -0.523128E-08   0.458765E-06  -0.523128E-08   0.131197E-08
  2559   0.606777E+02  -0.373818E+01   0.455354E-06  -0.373818E+01   0.322308E+01  -0.557665E-08   0.455354E-06  -0.557665E-08   0.131102E-08
  2560   0.605827E+02  -0.378036E+01   0.452212E-06  -0.378036E+01   0.322152E+01  -0.596974E-08   0.452212E-06  -0.596974E-08   0.131006E-08
  2561   0.604906E+02  -0.382234E+01   0.449314E-06  -0.382234E+01   0.321966E+01  -0.640733E-08   0.449314E-06  -0.640733E-08   0.130910E-08
  2562   0.604017E+02  -0.386412E+01   0.446633E-06  -0.386412E+01   0.321750E+01  -0.688624E-08   0.446633E-06  -0.688624E-08   0.130815E-08
  2563   0.603157E+02  -0.390567E+01   0.444141E-06  -0.390567E+01   0.321504E+01  -0.740325E-08   0.444141E-06  -0.740325E-08   0.130719E-08
  2564   0.602327E+02  -0.394697E+01   0.441813E-06  -0.394697E+01   0.321228E+01  -0.795516E-08   0.441813E-06  -0.795516E-08   0.130624E-08
  2565   0.601526E+02  -0.398800E+01   0.439621E-06  -0.398800E+01   0.320921E+01  -0.853877E-08   0.439621E-06  -0.853877E-08   0.130528E-08
  2566   0.600754E+02  -0.402874E+01   0.437538E-06  -0.402874E+01   0.320584E+01  -0.915089E-08   0.437538E-06  -0.915089E-08   0.130433E-08
  2567   0.600011E+02  -0.406918E+01   0.435538E-06  -0.406918E+01   0.320218E+01  -0.978830E-08   0.435538E-06  -0.978830E-08   0.130338E-08
  2568   0.599296E+02  -0.410930E+01   0.433594E-06  -0.410930E+01   0.319822E+01  -0.104478E-07   0.433594E-06  -0.104478E-07   0.130243E-08
  2569   0.598610E+02  -0.414908E+01   0.431680E-06  -0.414908E+01   0.319395E+01  -0.111262E-07   0.431680E-06  -0.111262E-07   0.130148E-08
  2570   0.597950E+02  -0.418851E+01   0.429768E-06  -0.418851E+01   0.318940E+01  -0.118203E-07   0.429768E-06  -0.118203E-07   0.130053E-08
  2571   0.597319E+02  -0.422757E+01   0.427832E-06  -0.422757E+01   0.318455E+01  -0.125269E-07   0.427832E-06  -0.125269E-07   0.129958E-08
  2572   0.596713E+02  -0.426624E+01   0.425845E-06  -0.426624E+01   0.317941E+01  -0.132427E-07   0.425845E-06  -0.132427E-07   0.129864E-08
  2573   0.596134E+02  -0.430450E+01   0.423781E-06  -0.430450E+01   0.317399E+01  -0.139647E-07   0.423781E-06  -0.139647E-07   0.129769E-08
  2574   0.595582E+02  -0.434235E+01   0.421612E-06  -0.434235E+01   0.316828E+01  -0.146895E-07   0.421612E-06  -0.146895E-07   0.129675E-08
  2575   0.595055E+02  -0.437976E+01   0.419313E-06  -0.437976E+01   0.316229E+01  -0.154140E-07   0.419313E-06  -0.154140E-07   0.129580E-08
  2576   0.594553E+02  -0.441671E+01   0.416855E-06  -0.441671E+01   0.315602E+01  -0.161350E-07   0.416855E-06  -0.161350E-07   0.129486E-08
  2577   0.594076E+02  -0.445320E+01   0.414213E-06  -0.445320E+01   0.314946E+01  -0.168492E-07   0.414213E-06  -0.168492E-07   0.129392E-08
  2578   0.593622E+02  -0.448920E+01   0.411360E-06  -0.448920E+01   0.314262E+01  -0.175535E-07   0.411360E-06  -0.175535E-07   0.129298E-08
  2579   0.593193E+02  -0.452470E+01   0.408268E-06  -0.452470E+01   0.313552E+01  -0.182447E-07   0.408268E-06  -0.182447E-07   0.129204E-08
  2580   0.592787E+02  -0.455968E+01   0.404912E-06  -0.455968E+01   0.312813E+01  -0.189196E-07   0.404912E-06  -0.189196E-07   0.129110E-08
  2581   0.592403E+02  -0.459413E+01   0.401264E-06  -0.459413E+01   0.312047E+01  -0.195749E-07   0.401264E-06  -0.195749E-07   0.129016E-08
  2582   0.592041E+02  -0.462804E+01   0.397298E-06  -0.462804E+01   0.311254E+01  -0.202075E-07   0.397298E-06  -0.202075E-07   0.128923E-08
  2583   0.591702E+02  -0.466139E+01   0.392987E-06  -0.466139E+01   0.310435E+01  -0.208141E-07   0.392987E-06  -0.208141E-07   0.128829E-08
  2584   0.591383E+02  -0.469417E+01   0.388305E-06  -0.469417E+01   0.309590E+01  -0.213916E-07   0.388305E-06  -0.213916E-07   0.128735E-08
  2585   0.591085E+02  -0.472637E+01   0.383224E-06  -0.472637E+01   0.308717E+01  -0.219367E-07   0.383224E-06  -0.219367E-07   0.128642E-08
  2586   0.590808E+02  -0.475797E+01   0.377717E-06  -0.475797E+01   0.307820E+01  -0.224463E-07   0.377717E-06  -0.224463E-07   0.128549E-08
  2587   0.590549E+02  -0.478894E+01   0.371759E-06  -0.478894E+01   0.306897E+01  -0.229172E-07   0.371759E-06  -0.229172E-07   0.128455E-08
  2588   0.590311E+02  -0.481930E+01   0.365322E-06  -0.481930E+01   0.305949E+01  -0.233461E-07   0.365322E-06  -0.233461E-07   0.128362E-08
  2589   0.590092E+02  -0.484902E+01   0.358380E-06  -0.484902E+01   0.304975E+01  -0.237298E-07   0.358380E-06  -0.237298E-07   0.128269E-08
  2590   0.589889E+02  -0.487810E+01   0.350905E-06  -0.487810E+01   0.303978E+01  -0.240652E-07   0.350905E-06  -0.240652E-07   0.128176E-08
  2591   0.589705E+02  -0.490650E+01   0.342872E-06  -0.490650E+01   0.302956E+01  -0.243490E-07   0.342872E-06  -0.243490E-07   0.128083E-08
  2592   0.589538E+02  -0.493424E+01   0.334253E-06  -0.493424E+01   0.301910E+01  -0.245781E-07   0.334253E-06  -0.245781E-07   0.127990E-08
  2593   0.589386E+02  -0.496129E+01   0.325022E-06  -0.496129E+01   0.300840E+01  -0.247492E-07   0.325022E-06  -0.247492E-07   0.127898E-08
  2594   0.589252E+02  -0.498763E+01   0.315151E-06  -0.498763E+01   0.299747E+01  -0.248591E-07   0.315151E-06  -0.248591E-07   0.127805E-08
  2595   0.589132E+02  -0.501328E+01   0.304615E-06  -0.501328E+01   0.298630E+01  -0.249047E-07   0.304615E-06  -0.249047E-07   0.127712E-08
  2596   0.589027E+02  -0.503820E+01   0.293386E-06  -0.503820E+01   0.297491E+01  -0.248827E-07   0.293386E-06  -0.248827E-07   0.127620E-08
  2597   0.588936E+02  -0.506240E+01   0.281438E-06  -0.506240E+01   0.296330E+01  -0.247899E-07   0.281438E-06  -0.247899E-07   0.127528E-08
  2598   0.588859E+02  -0.508587E+01   0.268743E-06  -0.508587E+01   0.295147E+01  -0.246232E-07   0.268743E-06  -0.246232E-07   0.127435E-08
  2599   0.588795E+02  -0.510859E+01   0.255276E-06  -0.510859E+01   0.293943E+01  -0.243792E-07   0.255276E-06  -0.243792E-07   0.127343E-08
  2600   0.588743E+02  -0.513056E+01   0.241009E-06  -0.513056E+01   0.292718E+01  -0.240549E-07   0.241009E-06  -0.240549E-07   0.127251E-08
  2601   0.588705E+02  -0.515176E+01   0.225928E-06  -0.515176E+01   0.291472E+01  -0.236481E-07   0.225928E-06  -0.236481E-07   0.127159E-08
  2602   0.588676E+02  -0.517220E+01   0.210067E-06  -0.517220E+01   0.290207E+01  -0.231609E-07   0.210067E-06  -0.231609E-07   0.127067E-08
  2603   0.588660E+02  -0.519186E+01   0.193469E-06  -0.519186E+01   0.288922E+01  -0.225967E-07   0.193469E-06  -0.225967E-07   0.126975E-08
  2604   0.588654E+02  -0.521074E+01   0.176182E-06  -0.521074E+01   0.287618E+01  -0.219587E-07   0.176182E-06  -0.219587E-07   0.126883E-08
  2605   0.588657E+02  -0.522882E+01   0.158250E-06  -0.522882E+01   0.286295E+01  -0.212502E-07   0.158250E-06  -0.212502E-07   0.126792E-08
  2606   0.588669E+02  -0.524612E+01   0.139719E-06  -0.524612E+01   0.284953E+01  -0.204744E-07   0.139719E-06  -0.204744E-07   0.126700E-08
  2607   0.588690E+02  -0.526259E+01   0.120634E-06  -0.526259E+01   0.283594E+01  -0.196346E-07   0.120634E-06  -0.196346E-07   0.126609E-08
  2608   0.588720E+02  -0.527826E+01   0.101041E-06  -0.527826E+01   0.282217E+01  -0.187340E-07   0.101041E-06  -0.187340E-07   0.126517E-08
  2609   0.588756E+02  -0.529310E+01   0.809851E-07  -0.529310E+01   0.280823E+01  -0.177759E-07   0.809851E-07  -0.177759E-07   0.126426E-08
  2610   0.588800E+02  -0.530713E+01   0.605115E-07  -0.530713E+01   0.279411E+01  -0.167636E-07   0.605115E-07  -0.167636E-07   0.126335E-08
  2611   0.588850E+02  -0.532032E+01   0.396658E-07  -0.532032E+01   0.277984E+01  -0.157004E-07   0.396658E-07  -0.157004E-07   0.126244E-08
  2612   0.588905E+02  -0.533268E+01   0.184935E-07  -0.533268E+01   0.276540E+01  -0.145894E-07   0.184935E-07  -0.145894E-07   0.126152E-08
  2613   0.588966E+02  -0.534421E+01  -0.296004E-08  -0.534421E+01   0.275081E+01  -0.134340E-07  -0.296004E-08  -0.134340E-07   0.126062E-08
  2614   0.589031E+02  -0.535489E+01  -0.246494E-07  -0.535489E+01   0.273608E+01  -0.122374E-07  -0.246494E-07  -0.122374E-07   0.125971E-08
  2615   0.589100E+02  -0.536472E+01  -0.465292E-07  -0.536472E+01   0.272120E+01  -0.110029E-07  -0.465292E-07  -0.110029E-07   0.125880E-08
  2616   0.589173E+02  -0.537372E+01  -0.685540E-07  -0.537372E+01   0.270618E+01  -0.973373E-08  -0.685540E-07  -0.973373E-08   0.125789E-08
  2617   0.589249E+02  -0.538186E+01  -0.906783E-07  -0.538186E+01   0.269102E+01  -0.843317E-08  -0.906783E-07  -0.843317E-08   0.125699E-08
  2618   0.589327E+02  -0.538915E+01  -0.112857E-06  -0.538915E+01   0.267574E+01  -0.710447E-08  -0.112857E-06  -0.710447E-08   0.125608E-08
  2619   0.589407E+02  -0.539559E+01  -0.135044E-06  -0.539559E+01   0.266033E+01  -0.575090E-08  -0.135044E-06  -0.575090E-08   0.125518E-08
  2620   0.589489E+02  -0.540118E+01  -0.157194E-06  -0.540118E+01   0.264480E+01  -0.437571E-08  -0.157194E-06  -0.437571E-08   0.125427E-08
  2621   0.589572E+02  -0.540591E+01  -0.179263E-06  -0.540591E+01   0.262916E+01  -0.298218E-08  -0.179263E-06  -0.298218E-08   0.125337E-08
  2622   0.589655E+02  -0.540978E+01  -0.201204E-06  -0.540978E+01   0.261341E+01  -0.157356E-08  -0.201204E-06  -0.157356E-08   0.125247E-08
  2623   0.589737E+02  -0.541281E+01  -0.222972E-06  -0.541281E+01   0.259755E+01  -0.153112E-09  -0.222972E-06  -0.153112E-09   0.125157E-08
  2624   0.589819E+02  -0.541497E+01  -0.244521E-06  -0.541497E+01   0.258160E+01   0.127590E-08  -0.244521E-06   0.127590E-08   0.125067E-08
  2625   0.589899E+02  -0.541628E+01  -0.265807E-06  -0.541628E+01   0.256554E+01   0.271021E-08  -0.265807E-06   0.271021E-08   0.124977E-08
  2626   0.589977E+02  -0.541672E+01  -0.286783E-06  -0.541672E+01   0.254941E+01   0.414657E-08  -0.286783E-06   0.414657E-08   0.124888E-08
  2627   0.590054E+02  -0.541631E+01  -0.307405E-06  -0.541631E+01   0.253317E+01   0.558171E-08  -0.307405E-06   0.558171E-08   0.124798E-08
  2628   0.590126E+02  -0.541505E+01  -0.327627E-06  -0.541505E+01   0.251687E+01   0.701236E-08  -0.327627E-06   0.701236E-08   0.124708E-08
  2629   0.590196E+02  -0.541293E+01  -0.347403E-06  -0.541293E+01   0.250049E+01   0.843527E-08  -0.347403E-06   0.843527E-08   0.124619E-08
  2630   0.590260E+02  -0.540994E+01  -0.366688E-06  -0.540994E+01   0.248403E+01   0.984718E-08  -0.366688E-06   0.984718E-08   0.124530E-08
  2631   0.590321E+02  -0.540612E+01  -0.385437E-06  -0.540612E+01   0.246751E+01   0.112448E-07  -0.385437E-06   0.112448E-07   0.124440E-08
  2632   0.590376E+02  -0.540145E+01  -0.403605E-06  -0.540145E+01   0.245093E+01   0.126249E-07  -0.403605E-06   0.126249E-07   0.124351E-08
  2633   0.590427E+02  -0.539594E+01  -0.421145E-06  -0.539594E+01   0.243430E+01   0.139842E-07  -0.421145E-06   0.139842E-07   0.124262E-08
