 a		phi		phidot		fde
    0.737047E+00    0.155000E+00   -0.130814-122    0.106416-119
    0.737247E+00    0.155000E+00   -0.130903-122    0.106503-119
    0.737447E+00    0.155000E+00   -0.130991-122    0.106589-119
    0.737646E+00    0.155000E+00   -0.131080-122    0.106676-119
    0.737846E+00    0.155000E+00   -0.131169-122    0.106763-119
    0.738046E+00    0.155000E+00   -0.131258-122    0.106849-119
    0.738246E+00    0.155000E+00   -0.131347-122    0.106936-119
    0.738446E+00    0.155000E+00   -0.131436-122    0.107023-119
    0.738645E+00    0.155000E+00   -0.131525-122    0.107110-119
    0.738845E+00    0.155000E+00   -0.131613-122    0.107197-119
    0.739045E+00    0.155000E+00   -0.131703-122    0.107284-119
    0.739245E+00    0.155000E+00   -0.131792-122    0.107371-119
    0.739445E+00    0.155000E+00   -0.131881-122    0.107458-119
    0.739645E+00    0.155000E+00   -0.131970-122    0.107545-119
    0.739844E+00    0.155000E+00   -0.132059-122    0.107632-119
    0.740044E+00    0.155000E+00   -0.132148-122    0.107720-119
    0.740244E+00    0.155000E+00   -0.132237-122    0.107807-119
    0.740444E+00    0.155000E+00   -0.132327-122    0.107894-119
    0.740644E+00    0.155000E+00   -0.132416-122    0.107982-119
    0.740843E+00    0.155000E+00   -0.132505-122    0.108069-119
    0.741043E+00    0.155000E+00   -0.132595-122    0.108157-119
    0.741243E+00    0.155000E+00   -0.132684-122    0.108244-119
    0.741443E+00    0.155000E+00   -0.132773-122    0.108332-119
    0.741643E+00    0.155000E+00   -0.132863-122    0.108419-119
    0.741842E+00    0.155000E+00   -0.132952-122    0.108507-119
    0.742042E+00    0.155000E+00   -0.133042-122    0.108595-119
    0.742242E+00    0.155000E+00   -0.133132-122    0.108682-119
    0.742442E+00    0.155000E+00   -0.133221-122    0.108770-119
    0.742642E+00    0.155000E+00   -0.133311-122    0.108858-119
    0.742842E+00    0.155000E+00   -0.133401-122    0.108946-119
    0.743041E+00    0.155000E+00   -0.133490-122    0.109034-119
    0.743241E+00    0.155000E+00   -0.133580-122    0.109122-119
    0.743441E+00    0.155000E+00   -0.133670-122    0.109210-119
    0.743641E+00    0.155000E+00   -0.133760-122    0.109298-119
    0.743841E+00    0.155000E+00   -0.133850-122    0.109386-119
    0.744040E+00    0.155000E+00   -0.133939-122    0.109474-119
    0.744240E+00    0.155000E+00   -0.134029-122    0.109563-119
    0.744440E+00    0.155000E+00   -0.134119-122    0.109651-119
    0.744640E+00    0.155000E+00   -0.134209-122    0.109739-119
    0.744840E+00    0.155000E+00   -0.134300-122    0.109828-119
    0.745039E+00    0.155000E+00   -0.134390-122    0.109916-119
    0.745239E+00    0.155000E+00   -0.134480-122    0.110004-119
    0.745439E+00    0.155000E+00   -0.134570-122    0.110093-119
    0.745639E+00    0.155000E+00   -0.134660-122    0.110182-119
    0.745839E+00    0.155000E+00   -0.134750-122    0.110270-119
    0.746039E+00    0.155000E+00   -0.134841-122    0.110359-119
    0.746238E+00    0.155000E+00   -0.134931-122    0.110448-119
    0.746438E+00    0.155000E+00   -0.135021-122    0.110536-119
    0.746638E+00    0.155000E+00   -0.135112-122    0.110625-119
    0.746838E+00    0.155000E+00   -0.135202-122    0.110714-119
    0.747038E+00    0.155000E+00   -0.135293-122    0.110803-119
    0.747237E+00    0.155000E+00   -0.135383-122    0.110892-119
    0.747437E+00    0.155000E+00   -0.135474-122    0.110981-119
    0.747637E+00    0.155000E+00   -0.135564-122    0.111070-119
    0.747837E+00    0.155000E+00   -0.135655-122    0.111159-119
    0.748037E+00    0.155000E+00   -0.135745-122    0.111248-119
    0.748236E+00    0.155000E+00   -0.135836-122    0.111337-119
    0.748436E+00    0.155000E+00   -0.135927-122    0.111426-119
    0.748636E+00    0.155000E+00   -0.136018-122    0.111516-119
    0.748836E+00    0.155000E+00   -0.136108-122    0.111605-119
    0.749036E+00    0.155000E+00   -0.136199-122    0.111694-119
    0.749236E+00    0.155000E+00   -0.136290-122    0.111784-119
    0.749435E+00    0.155000E+00   -0.136381-122    0.111873-119
    0.749635E+00    0.155000E+00   -0.136472-122    0.111963-119
    0.749835E+00    0.155000E+00   -0.136563-122    0.112052-119
    0.750035E+00    0.155000E+00   -0.136654-122    0.112142-119
    0.750235E+00    0.155000E+00   -0.136745-122    0.112232-119
    0.750434E+00    0.155000E+00   -0.136836-122    0.112321-119
    0.750634E+00    0.155000E+00   -0.136927-122    0.112411-119
    0.750834E+00    0.155000E+00   -0.137018-122    0.112501-119
    0.751034E+00    0.155000E+00   -0.137109-122    0.112591-119
    0.751234E+00    0.155000E+00   -0.137201-122    0.112681-119
    0.751433E+00    0.155000E+00   -0.137292-122    0.112771-119
    0.751633E+00    0.155000E+00   -0.137383-122    0.112861-119
    0.751833E+00    0.155000E+00   -0.137474-122    0.112951-119
    0.752033E+00    0.155000E+00   -0.137566-122    0.113041-119
    0.752233E+00    0.155000E+00   -0.137657-122    0.113131-119
    0.752433E+00    0.155000E+00   -0.137749-122    0.113221-119
    0.752632E+00    0.155000E+00   -0.137840-122    0.113311-119
    0.752832E+00    0.155000E+00   -0.137932-122    0.113402-119
    0.753032E+00    0.155000E+00   -0.138023-122    0.113492-119
    0.753232E+00    0.155000E+00   -0.138115-122    0.113582-119
    0.753432E+00    0.155000E+00   -0.138206-122    0.113673-119
    0.753631E+00    0.155000E+00   -0.138298-122    0.113763-119
    0.753831E+00    0.155000E+00   -0.138390-122    0.113854-119
    0.754031E+00    0.155000E+00   -0.138481-122    0.113944-119
    0.754231E+00    0.155000E+00   -0.138573-122    0.114035-119
    0.754431E+00    0.155000E+00   -0.138665-122    0.114126-119
    0.754630E+00    0.155000E+00   -0.138757-122    0.114216-119
    0.754830E+00    0.155000E+00   -0.138849-122    0.114307-119
    0.755030E+00    0.155000E+00   -0.138941-122    0.114398-119
    0.755230E+00    0.155000E+00   -0.139033-122    0.114489-119
    0.755430E+00    0.155000E+00   -0.139125-122    0.114580-119
    0.755630E+00    0.155000E+00   -0.139217-122    0.114671-119
    0.755829E+00    0.155000E+00   -0.139309-122    0.114762-119
    0.756029E+00    0.155000E+00   -0.139401-122    0.114853-119
    0.756229E+00    0.155000E+00   -0.139493-122    0.114944-119
    0.756429E+00    0.155000E+00   -0.139585-122    0.115035-119
    0.756629E+00    0.155000E+00   -0.139677-122    0.115126-119
    0.756828E+00    0.155000E+00   -0.139770-122    0.115217-119
    0.757028E+00    0.155000E+00   -0.139862-122    0.115309-119
    0.757228E+00    0.155000E+00   -0.139954-122    0.115400-119
    0.757428E+00    0.155000E+00   -0.140047-122    0.115491-119
    0.757628E+00    0.155000E+00   -0.140139-122    0.115583-119
    0.757827E+00    0.155000E+00   -0.140231-122    0.115674-119
    0.758027E+00    0.155000E+00   -0.140324-122    0.115766-119
    0.758227E+00    0.155000E+00   -0.140416-122    0.115857-119
    0.758427E+00    0.155000E+00   -0.140509-122    0.115949-119
    0.758627E+00    0.155000E+00   -0.140601-122    0.116041-119
    0.758827E+00    0.155000E+00   -0.140694-122    0.116132-119
    0.759026E+00    0.155000E+00   -0.140787-122    0.116224-119
    0.759226E+00    0.155000E+00   -0.140879-122    0.116316-119
    0.759426E+00    0.155000E+00   -0.140972-122    0.116408-119
    0.759626E+00    0.155000E+00   -0.141065-122    0.116500-119
    0.759826E+00    0.155000E+00   -0.141158-122    0.116592-119
    0.760025E+00    0.155000E+00   -0.141250-122    0.116684-119
    0.760225E+00    0.155000E+00   -0.141343-122    0.116776-119
    0.760425E+00    0.155000E+00   -0.141436-122    0.116868-119
    0.760625E+00    0.155000E+00   -0.141529-122    0.116960-119
    0.760825E+00    0.155000E+00   -0.141622-122    0.117052-119
    0.761024E+00    0.155000E+00   -0.141715-122    0.117145-119
    0.761224E+00    0.155000E+00   -0.141808-122    0.117237-119
    0.761424E+00    0.155000E+00   -0.141901-122    0.117329-119
    0.761624E+00    0.155000E+00   -0.141994-122    0.117422-119
    0.761824E+00    0.155000E+00   -0.142088-122    0.117514-119
    0.762024E+00    0.155000E+00   -0.142181-122    0.117607-119
    0.762223E+00    0.155000E+00   -0.142274-122    0.117699-119
    0.762423E+00    0.155000E+00   -0.142367-122    0.117792-119
    0.762623E+00    0.155000E+00   -0.142461-122    0.117884-119
    0.762823E+00    0.155000E+00   -0.142554-122    0.117977-119
    0.763023E+00    0.155000E+00   -0.142647-122    0.118070-119
    0.763222E+00    0.155000E+00   -0.142741-122    0.118163-119
    0.763422E+00    0.155000E+00   -0.142834-122    0.118255-119
    0.763622E+00    0.155000E+00   -0.142928-122    0.118348-119
    0.763822E+00    0.155000E+00   -0.143021-122    0.118441-119
    0.764022E+00    0.155000E+00   -0.143115-122    0.118534-119
    0.764221E+00    0.155000E+00   -0.143208-122    0.118627-119
    0.764421E+00    0.155000E+00   -0.143302-122    0.118720-119
    0.764621E+00    0.155000E+00   -0.143396-122    0.118813-119
    0.764821E+00    0.155000E+00   -0.143489-122    0.118907-119
    0.765021E+00    0.155000E+00   -0.143583-122    0.119000-119
    0.765221E+00    0.155000E+00   -0.143677-122    0.119093-119
    0.765420E+00    0.155000E+00   -0.143771-122    0.119187-119
    0.765620E+00    0.155000E+00   -0.143864-122    0.119280-119
    0.765820E+00    0.155000E+00   -0.143958-122    0.119373-119
    0.766020E+00    0.155000E+00   -0.144052-122    0.119467-119
    0.766220E+00    0.155000E+00   -0.144146-122    0.119560-119
    0.766419E+00    0.155000E+00   -0.144240-122    0.119654-119
    0.766619E+00    0.155000E+00   -0.144334-122    0.119748-119
    0.766819E+00    0.155000E+00   -0.144428-122    0.119841-119
    0.767019E+00    0.155000E+00   -0.144522-122    0.119935-119
    0.767219E+00    0.155000E+00   -0.144617-122    0.120029-119
    0.767418E+00    0.155000E+00   -0.144711-122    0.120122-119
    0.767618E+00    0.155000E+00   -0.144805-122    0.120216-119
    0.767818E+00    0.155000E+00   -0.144899-122    0.120310-119
    0.768018E+00    0.155000E+00   -0.144994-122    0.120404-119
    0.768218E+00    0.155000E+00   -0.145088-122    0.120498-119
    0.768418E+00    0.155000E+00   -0.145182-122    0.120592-119
    0.768617E+00    0.155000E+00   -0.145277-122    0.120686-119
    0.768817E+00    0.155000E+00   -0.145371-122    0.120781-119
    0.769017E+00    0.155000E+00   -0.145466-122    0.120875-119
    0.769217E+00    0.155000E+00   -0.145560-122    0.120969-119
    0.769417E+00    0.155000E+00   -0.145655-122    0.121063-119
    0.769616E+00    0.155000E+00   -0.145749-122    0.121158-119
    0.769816E+00    0.155000E+00   -0.145844-122    0.121252-119
    0.770016E+00    0.155000E+00   -0.145939-122    0.121347-119
    0.770216E+00    0.155000E+00   -0.146033-122    0.121441-119
    0.770416E+00    0.155000E+00   -0.146128-122    0.121536-119
    0.770615E+00    0.155000E+00   -0.146223-122    0.121630-119
    0.770815E+00    0.155000E+00   -0.146318-122    0.121725-119
    0.771015E+00    0.155000E+00   -0.146412-122    0.121820-119
    0.771215E+00    0.155000E+00   -0.146507-122    0.121914-119
    0.771415E+00    0.155000E+00   -0.146602-122    0.122009-119
    0.771615E+00    0.155000E+00   -0.146697-122    0.122104-119
    0.771814E+00    0.155000E+00   -0.146792-122    0.122199-119
    0.772014E+00    0.155000E+00   -0.146887-122    0.122294-119
    0.772214E+00    0.155000E+00   -0.146982-122    0.122389-119
    0.772414E+00    0.155000E+00   -0.147077-122    0.122484-119
    0.772614E+00    0.155000E+00   -0.147173-122    0.122579-119
    0.772813E+00    0.155000E+00   -0.147268-122    0.122674-119
    0.773013E+00    0.155000E+00   -0.147363-122    0.122769-119
    0.773213E+00    0.155000E+00   -0.147458-122    0.122864-119
    0.773413E+00    0.155000E+00   -0.147554-122    0.122960-119
    0.773613E+00    0.155000E+00   -0.147649-122    0.123055-119
    0.773812E+00    0.155000E+00   -0.147744-122    0.123150-119
    0.774012E+00    0.155000E+00   -0.147840-122    0.123246-119
    0.774212E+00    0.155000E+00   -0.147935-122    0.123341-119
    0.774412E+00    0.155000E+00   -0.148031-122    0.123437-119
    0.774612E+00    0.155000E+00   -0.148126-122    0.123532-119
    0.774812E+00    0.155000E+00   -0.148222-122    0.123628-119
    0.775011E+00    0.155000E+00   -0.148317-122    0.123724-119
    0.775211E+00    0.155000E+00   -0.148413-122    0.123820-119
    0.775411E+00    0.155000E+00   -0.148508-122    0.123915-119
    0.775611E+00    0.155000E+00   -0.148604-122    0.124011-119
    0.775811E+00    0.155000E+00   -0.148700-122    0.124107-119
    0.776010E+00    0.155000E+00   -0.148796-122    0.124203-119
    0.776210E+00    0.155000E+00   -0.148891-122    0.124299-119
    0.776410E+00    0.155000E+00   -0.148987-122    0.124395-119
    0.776610E+00    0.155000E+00   -0.149083-122    0.124491-119
    0.776810E+00    0.155000E+00   -0.149179-122    0.124587-119
    0.777009E+00    0.155000E+00   -0.149275-122    0.124683-119
    0.777209E+00    0.155000E+00   -0.149371-122    0.124780-119
    0.777409E+00    0.155000E+00   -0.149467-122    0.124876-119
    0.777609E+00    0.155000E+00   -0.149563-122    0.124972-119
    0.777809E+00    0.155000E+00   -0.149659-122    0.125068-119
    0.778009E+00    0.155000E+00   -0.149755-122    0.125165-119
    0.778208E+00    0.155000E+00   -0.149852-122    0.125261-119
    0.778408E+00    0.155000E+00   -0.149948-122    0.125358-119
    0.778608E+00    0.155000E+00   -0.150044-122    0.125454-119
    0.778808E+00    0.155000E+00   -0.150140-122    0.125551-119
    0.779008E+00    0.155000E+00   -0.150237-122    0.125648-119
    0.779207E+00    0.155000E+00   -0.150333-122    0.125744-119
    0.779407E+00    0.155000E+00   -0.150429-122    0.125841-119
    0.779607E+00    0.155000E+00   -0.150526-122    0.125938-119
    0.779807E+00    0.155000E+00   -0.150622-122    0.126035-119
    0.780007E+00    0.155000E+00   -0.150719-122    0.126132-119
    0.780206E+00    0.155000E+00   -0.150815-122    0.126229-119
    0.780406E+00    0.155000E+00   -0.150912-122    0.126326-119
    0.780606E+00    0.155000E+00   -0.151009-122    0.126423-119
    0.780806E+00    0.155000E+00   -0.151105-122    0.126520-119
    0.781006E+00    0.155000E+00   -0.151202-122    0.126617-119
    0.781206E+00    0.155000E+00   -0.151299-122    0.126714-119
    0.781405E+00    0.155000E+00   -0.151396-122    0.126812-119
    0.781605E+00    0.155000E+00   -0.151492-122    0.126909-119
    0.781805E+00    0.155000E+00   -0.151589-122    0.127006-119
    0.782005E+00    0.155000E+00   -0.151686-122    0.127104-119
    0.782205E+00    0.155000E+00   -0.151783-122    0.127201-119
    0.782404E+00    0.155000E+00   -0.151880-122    0.127299-119
    0.782604E+00    0.155000E+00   -0.151977-122    0.127396-119
    0.782804E+00    0.155000E+00   -0.152074-122    0.127494-119
    0.783004E+00    0.155000E+00   -0.152171-122    0.127592-119
    0.783204E+00    0.155000E+00   -0.152268-122    0.127689-119
    0.783403E+00    0.155000E+00   -0.152365-122    0.127787-119
    0.783603E+00    0.155000E+00   -0.152462-122    0.127885-119
    0.783803E+00    0.155000E+00   -0.152560-122    0.127983-119
    0.784003E+00    0.155000E+00   -0.152657-122    0.128081-119
    0.784203E+00    0.155000E+00   -0.152754-122    0.128179-119
    0.784403E+00    0.155000E+00   -0.152852-122    0.128277-119
    0.784602E+00    0.155000E+00   -0.152949-122    0.128375-119
    0.784802E+00    0.155000E+00   -0.153046-122    0.128473-119
    0.785002E+00    0.155000E+00   -0.153144-122    0.128571-119
    0.785202E+00    0.155000E+00   -0.153241-122    0.128669-119
    0.785402E+00    0.155000E+00   -0.153339-122    0.128768-119
    0.785601E+00    0.155000E+00   -0.153436-122    0.128866-119
    0.785801E+00    0.155000E+00   -0.153534-122    0.128964-119
    0.786001E+00    0.155000E+00   -0.153632-122    0.129063-119
    0.786201E+00    0.155000E+00   -0.153729-122    0.129161-119
    0.786401E+00    0.155000E+00   -0.153827-122    0.129260-119
    0.786600E+00    0.155000E+00   -0.153925-122    0.129358-119
    0.786800E+00    0.155000E+00   -0.154022-122    0.129457-119
    0.787000E+00    0.155000E+00   -0.154120-122    0.129555-119
    0.787200E+00    0.155000E+00   -0.154218-122    0.129654-119
    0.787400E+00    0.155000E+00   -0.154316-122    0.129753-119
    0.787600E+00    0.155000E+00   -0.154414-122    0.129852-119
    0.787799E+00    0.155000E+00   -0.154512-122    0.129951-119
    0.787999E+00    0.155000E+00   -0.154610-122    0.130050-119
    0.788199E+00    0.155000E+00   -0.154708-122    0.130148-119
    0.788399E+00    0.155000E+00   -0.154806-122    0.130247-119
    0.788599E+00    0.155000E+00   -0.154904-122    0.130347-119
    0.788798E+00    0.155000E+00   -0.155002-122    0.130446-119
    0.788998E+00    0.155000E+00   -0.155100-122    0.130545-119
    0.789198E+00    0.155000E+00   -0.155199-122    0.130644-119
    0.789398E+00    0.155000E+00   -0.155297-122    0.130743-119
    0.789598E+00    0.155000E+00   -0.155395-122    0.130843-119
    0.789797E+00    0.155000E+00   -0.155494-122    0.130942-119
    0.789997E+00    0.155000E+00   -0.155592-122    0.131041-119
    0.790197E+00    0.155000E+00   -0.155690-122    0.131141-119
    0.790397E+00    0.155000E+00   -0.155789-122    0.131240-119
    0.790597E+00    0.155000E+00   -0.155887-122    0.131340-119
    0.790796E+00    0.155000E+00   -0.155986-122    0.131440-119
    0.790996E+00    0.155000E+00   -0.156084-122    0.131539-119
    0.791196E+00    0.155000E+00   -0.156183-122    0.131639-119
    0.791396E+00    0.155000E+00   -0.156282-122    0.131739-119
    0.791596E+00    0.155000E+00   -0.156380-122    0.131839-119
    0.791796E+00    0.155000E+00   -0.156479-122    0.131938-119
    0.791995E+00    0.155000E+00   -0.156578-122    0.132038-119
    0.792195E+00    0.155000E+00   -0.156677-122    0.132138-119
    0.792395E+00    0.155000E+00   -0.156775-122    0.132238-119
    0.792595E+00    0.155000E+00   -0.156874-122    0.132338-119
    0.792795E+00    0.155000E+00   -0.156973-122    0.132439-119
    0.792994E+00    0.155000E+00   -0.157072-122    0.132539-119
    0.793194E+00    0.155000E+00   -0.157171-122    0.132639-119
    0.793394E+00    0.155000E+00   -0.157270-122    0.132739-119
    0.793594E+00    0.155000E+00   -0.157369-122    0.132840-119
    0.793794E+00    0.155000E+00   -0.157468-122    0.132940-119
    0.793993E+00    0.155000E+00   -0.157567-122    0.133040-119
    0.794193E+00    0.155000E+00   -0.157666-122    0.133141-119
    0.794393E+00    0.155000E+00   -0.157766-122    0.133241-119
    0.794593E+00    0.155000E+00   -0.157865-122    0.133342-119
    0.794793E+00    0.155000E+00   -0.157964-122    0.133443-119
    0.794993E+00    0.155000E+00   -0.158063-122    0.133543-119
    0.795192E+00    0.155000E+00   -0.158163-122    0.133644-119
    0.795392E+00    0.155000E+00   -0.158262-122    0.133745-119
    0.795592E+00    0.155000E+00   -0.158362-122    0.133846-119
    0.795792E+00    0.155000E+00   -0.158461-122    0.133946-119
    0.795992E+00    0.155000E+00   -0.158561-122    0.134047-119
    0.796191E+00    0.155000E+00   -0.158660-122    0.134148-119
    0.796391E+00    0.155000E+00   -0.158760-122    0.134249-119
    0.796591E+00    0.155000E+00   -0.158859-122    0.134351-119
    0.796791E+00    0.155000E+00   -0.158959-122    0.134452-119
    0.796991E+00    0.155000E+00   -0.159059-122    0.134553-119
    0.797190E+00    0.155000E+00   -0.159158-122    0.134654-119
    0.797390E+00    0.155000E+00   -0.159258-122    0.134755-119
    0.797590E+00    0.155000E+00   -0.159358-122    0.134857-119
    0.797790E+00    0.155000E+00   -0.159458-122    0.134958-119
    0.797990E+00    0.155000E+00   -0.159558-122    0.135060-119
    0.798190E+00    0.155000E+00   -0.159657-122    0.135161-119
    0.798389E+00    0.155000E+00   -0.159757-122    0.135263-119
    0.798589E+00    0.155000E+00   -0.159857-122    0.135364-119
    0.798789E+00    0.155000E+00   -0.159957-122    0.135466-119
    0.798989E+00    0.155000E+00   -0.160057-122    0.135568-119
    0.799189E+00    0.155000E+00   -0.160158-122    0.135669-119
    0.799388E+00    0.155000E+00   -0.160258-122    0.135771-119
    0.799588E+00    0.155000E+00   -0.160358-122    0.135873-119
    0.799788E+00    0.155000E+00   -0.160458-122    0.135975-119
    0.799988E+00    0.155000E+00   -0.160558-122    0.136077-119
    0.800188E+00    0.155000E+00   -0.160659-122    0.136179-119
    0.800387E+00    0.155000E+00   -0.160759-122    0.136281-119
    0.800587E+00    0.155000E+00   -0.160859-122    0.136383-119
    0.800787E+00    0.155000E+00   -0.160960-122    0.136485-119
    0.800987E+00    0.155000E+00   -0.161060-122    0.136587-119
    0.801187E+00    0.155000E+00   -0.161161-122    0.136690-119
    0.801387E+00    0.155000E+00   -0.161261-122    0.136792-119
    0.801586E+00    0.155000E+00   -0.161362-122    0.136894-119
    0.801786E+00    0.155000E+00   -0.161462-122    0.136997-119
    0.801986E+00    0.155000E+00   -0.161563-122    0.137099-119
    0.802186E+00    0.155000E+00   -0.161664-122    0.137202-119
    0.802386E+00    0.155000E+00   -0.161764-122    0.137304-119
    0.802585E+00    0.155000E+00   -0.161865-122    0.137407-119
    0.802785E+00    0.155000E+00   -0.161966-122    0.137509-119
    0.802985E+00    0.155000E+00   -0.162067-122    0.137612-119
    0.803185E+00    0.155000E+00   -0.162167-122    0.137715-119
    0.803385E+00    0.155000E+00   -0.162268-122    0.137818-119
    0.803584E+00    0.155000E+00   -0.162369-122    0.137921-119
    0.803784E+00    0.155000E+00   -0.162470-122    0.138023-119
    0.803984E+00    0.155000E+00   -0.162571-122    0.138126-119
    0.804184E+00    0.155000E+00   -0.162672-122    0.138229-119
    0.804384E+00    0.155000E+00   -0.162773-122    0.138333-119
    0.804584E+00    0.155000E+00   -0.162874-122    0.138436-119
    0.804783E+00    0.155000E+00   -0.162976-122    0.138539-119
    0.804983E+00    0.155000E+00   -0.163077-122    0.138642-119
    0.805183E+00    0.155000E+00   -0.163178-122    0.138745-119
    0.805383E+00    0.155000E+00   -0.163279-122    0.138849-119
    0.805583E+00    0.155000E+00   -0.163381-122    0.138952-119
    0.805782E+00    0.155000E+00   -0.163482-122    0.139055-119
    0.805982E+00    0.155000E+00   -0.163583-122    0.139159-119
    0.806182E+00    0.155000E+00   -0.163685-122    0.139262-119
    0.806382E+00    0.155000E+00   -0.163786-122    0.139366-119
    0.806582E+00    0.155000E+00   -0.163888-122    0.139470-119
    0.806781E+00    0.155000E+00   -0.163989-122    0.139573-119
    0.806981E+00    0.155000E+00   -0.164091-122    0.139677-119
    0.807181E+00    0.155000E+00   -0.164192-122    0.139781-119
    0.807381E+00    0.155000E+00   -0.164294-122    0.139885-119
    0.807581E+00    0.155000E+00   -0.164396-122    0.139989-119
    0.807781E+00    0.155000E+00   -0.164497-122    0.140093-119
    0.807980E+00    0.155000E+00   -0.164599-122    0.140197-119
    0.808180E+00    0.155000E+00   -0.164701-122    0.140301-119
    0.808380E+00    0.155000E+00   -0.164803-122    0.140405-119
    0.808580E+00    0.155000E+00   -0.164905-122    0.140509-119
    0.808780E+00    0.155000E+00   -0.165006-122    0.140613-119
    0.808979E+00    0.155000E+00   -0.165108-122    0.140717-119
    0.809179E+00    0.155000E+00   -0.165210-122    0.140822-119
    0.809379E+00    0.155000E+00   -0.165312-122    0.140926-119
    0.809579E+00    0.155000E+00   -0.165414-122    0.141030-119
    0.809779E+00    0.155000E+00   -0.165517-122    0.141135-119
    0.809978E+00    0.155000E+00   -0.165619-122    0.141239-119
    0.810178E+00    0.155000E+00   -0.165721-122    0.141344-119
    0.810378E+00    0.155000E+00   -0.165823-122    0.141449-119
    0.810578E+00    0.155000E+00   -0.165925-122    0.141553-119
    0.810778E+00    0.155000E+00   -0.166028-122    0.141658-119
    0.810978E+00    0.155000E+00   -0.166130-122    0.141763-119
    0.811177E+00    0.155000E+00   -0.166232-122    0.141868-119
    0.811377E+00    0.155000E+00   -0.166335-122    0.141972-119
    0.811577E+00    0.155000E+00   -0.166437-122    0.142077-119
    0.811777E+00    0.155000E+00   -0.166540-122    0.142182-119
    0.811977E+00    0.155000E+00   -0.166642-122    0.142287-119
    0.812176E+00    0.155000E+00   -0.166745-122    0.142392-119
    0.812376E+00    0.155000E+00   -0.166847-122    0.142498-119
    0.812576E+00    0.155000E+00   -0.166950-122    0.142603-119
    0.812776E+00    0.155000E+00   -0.167052-122    0.142708-119
    0.812976E+00    0.155000E+00   -0.167155-122    0.142813-119
    0.813175E+00    0.155000E+00   -0.167258-122    0.142919-119
    0.813375E+00    0.155000E+00   -0.167361-122    0.143024-119
    0.813575E+00    0.155000E+00   -0.167463-122    0.143129-119
    0.813775E+00    0.155000E+00   -0.167566-122    0.143235-119
    0.813975E+00    0.155000E+00   -0.167669-122    0.143341-119
    0.814175E+00    0.155000E+00   -0.167772-122    0.143446-119
    0.814374E+00    0.155000E+00   -0.167875-122    0.143552-119
    0.814574E+00    0.155000E+00   -0.167978-122    0.143657-119
    0.814774E+00    0.155000E+00   -0.168081-122    0.143763-119
    0.814974E+00    0.155000E+00   -0.168184-122    0.143869-119
    0.815174E+00    0.155000E+00   -0.168287-122    0.143975-119
    0.815373E+00    0.155000E+00   -0.168390-122    0.144081-119
    0.815573E+00    0.155000E+00   -0.168494-122    0.144187-119
    0.815773E+00    0.155000E+00   -0.168597-122    0.144293-119
    0.815973E+00    0.155000E+00   -0.168700-122    0.144399-119
    0.816173E+00    0.155000E+00   -0.168803-122    0.144505-119
    0.816372E+00    0.155000E+00   -0.168907-122    0.144611-119
    0.816572E+00    0.155000E+00   -0.169010-122    0.144717-119
    0.816772E+00    0.155000E+00   -0.169114-122    0.144824-119
    0.816972E+00    0.155000E+00   -0.169217-122    0.144930-119
    0.817172E+00    0.155000E+00   -0.169321-122    0.145036-119
    0.817372E+00    0.155000E+00   -0.169424-122    0.145143-119
    0.817571E+00    0.155000E+00   -0.169528-122    0.145249-119
    0.817771E+00    0.155000E+00   -0.169631-122    0.145356-119
    0.817971E+00    0.155000E+00   -0.169735-122    0.145462-119
    0.818171E+00    0.155000E+00   -0.169839-122    0.145569-119
    0.818371E+00    0.155000E+00   -0.169942-122    0.145676-119
    0.818570E+00    0.155000E+00   -0.170046-122    0.145782-119
    0.818770E+00    0.155000E+00   -0.170150-122    0.145889-119
    0.818970E+00    0.155000E+00   -0.170254-122    0.145996-119
    0.819170E+00    0.155000E+00   -0.170358-122    0.146103-119
    0.819370E+00    0.155000E+00   -0.170461-122    0.146210-119
    0.819569E+00    0.155000E+00   -0.170565-122    0.146317-119
    0.819769E+00    0.155000E+00   -0.170669-122    0.146424-119
    0.819969E+00    0.155000E+00   -0.170773-122    0.146531-119
    0.820169E+00    0.155000E+00   -0.170878-122    0.146638-119
    0.820369E+00    0.155000E+00   -0.170982-122    0.146745-119
    0.820569E+00    0.155000E+00   -0.171086-122    0.146853-119
    0.820768E+00    0.155000E+00   -0.171190-122    0.146960-119
    0.820968E+00    0.155000E+00   -0.171294-122    0.147067-119
    0.821168E+00    0.155000E+00   -0.171398-122    0.147175-119
    0.821368E+00    0.155000E+00   -0.171503-122    0.147282-119
    0.821568E+00    0.155000E+00   -0.171607-122    0.147390-119
    0.821767E+00    0.155000E+00   -0.171711-122    0.147497-119
    0.821967E+00    0.155000E+00   -0.171816-122    0.147605-119
    0.822167E+00    0.155000E+00   -0.171920-122    0.147713-119
    0.822367E+00    0.155000E+00   -0.172025-122    0.147820-119
    0.822567E+00    0.155000E+00   -0.172129-122    0.147928-119
    0.822766E+00    0.155000E+00   -0.172234-122    0.148036-119
    0.822966E+00    0.155000E+00   -0.172338-122    0.148144-119
    0.823166E+00    0.155000E+00   -0.172443-122    0.148252-119
    0.823366E+00    0.155000E+00   -0.172548-122    0.148360-119
    0.823566E+00    0.155000E+00   -0.172652-122    0.148468-119
    0.823766E+00    0.155000E+00   -0.172757-122    0.148576-119
    0.823965E+00    0.155000E+00   -0.172862-122    0.148684-119
    0.824165E+00    0.155000E+00   -0.172967-122    0.148792-119
