#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
  1675   0.381112E+03  -0.350463E+02  -0.141151E-05  -0.350463E+02   0.161797E+02   0.172192E-06  -0.141151E-05   0.172192E-06   0.196417E-08
  1676   0.381741E+03  -0.351088E+02  -0.129244E-05  -0.351088E+02   0.160355E+02   0.169402E-06  -0.129244E-05   0.169402E-06   0.196123E-08
  1677   0.382372E+03  -0.351627E+02  -0.117134E-05  -0.351627E+02   0.158911E+02   0.166570E-06  -0.117134E-05   0.166570E-06   0.195828E-08
  1678   0.383005E+03  -0.352081E+02  -0.104850E-05  -0.352081E+02   0.157462E+02   0.163700E-06  -0.104850E-05   0.163700E-06   0.195534E-08
  1679   0.383640E+03  -0.352449E+02  -0.924167E-06  -0.352449E+02   0.156011E+02   0.160795E-06  -0.924167E-06   0.160795E-06   0.195241E-08
  1680   0.384274E+03  -0.352732E+02  -0.798611E-06  -0.352732E+02   0.154558E+02   0.157862E-06  -0.798611E-06   0.157862E-06   0.194948E-08
  1681   0.384910E+03  -0.352931E+02  -0.672094E-06  -0.352931E+02   0.153103E+02   0.154902E-06  -0.672094E-06   0.154902E-06   0.194656E-08
  1682   0.385544E+03  -0.353046E+02  -0.544881E-06  -0.353046E+02   0.151647E+02   0.151921E-06  -0.544881E-06   0.151921E-06   0.194364E-08
  1683   0.386177E+03  -0.353076E+02  -0.417235E-06  -0.353076E+02   0.150191E+02   0.148923E-06  -0.417235E-06   0.148923E-06   0.194072E-08
  1684   0.386808E+03  -0.353022E+02  -0.289422E-06  -0.353022E+02   0.148733E+02   0.145912E-06  -0.289422E-06   0.145912E-06   0.193781E-08
  1685   0.387436E+03  -0.352885E+02  -0.161704E-06  -0.352885E+02   0.147277E+02   0.142893E-06  -0.161704E-06   0.142893E-06   0.193491E-08
  1686   0.388062E+03  -0.352664E+02  -0.343454E-07  -0.352664E+02   0.145821E+02   0.139868E-06  -0.343454E-07   0.139868E-06   0.193201E-08
  1687   0.388683E+03  -0.352361E+02   0.923894E-07  -0.352361E+02   0.144365E+02   0.136843E-06   0.923894E-07   0.136843E-06   0.192911E-08
  1688   0.389301E+03  -0.351977E+02   0.218237E-06  -0.351977E+02   0.142912E+02   0.133822E-06   0.218237E-06   0.133822E-06   0.192622E-08
  1689   0.389914E+03  -0.351511E+02   0.342932E-06  -0.351511E+02   0.141461E+02   0.130809E-06   0.342932E-06   0.130809E-06   0.192334E-08
  1690   0.390521E+03  -0.350964E+02   0.466213E-06  -0.350964E+02   0.140013E+02   0.127807E-06   0.466213E-06   0.127807E-06   0.192046E-08
  1691   0.391121E+03  -0.350338E+02   0.587814E-06  -0.350338E+02   0.138569E+02   0.124822E-06   0.587814E-06   0.124822E-06   0.191758E-08
  1692   0.391716E+03  -0.349631E+02   0.707472E-06  -0.349631E+02   0.137128E+02   0.121858E-06   0.707472E-06   0.121858E-06   0.191471E-08
  1693   0.392302E+03  -0.348846E+02   0.824922E-06  -0.348846E+02   0.135690E+02   0.118918E-06   0.824922E-06   0.118918E-06   0.191184E-08
  1694   0.392882E+03  -0.347983E+02   0.939901E-06  -0.347983E+02   0.134259E+02   0.116007E-06   0.939901E-06   0.116007E-06   0.190898E-08
  1695   0.393451E+03  -0.347042E+02   0.105215E-05  -0.347042E+02   0.132832E+02   0.113128E-06   0.105215E-05   0.113128E-06   0.190612E-08
  1696   0.394013E+03  -0.346024E+02   0.116139E-05  -0.346024E+02   0.131410E+02   0.110287E-06   0.116139E-05   0.110287E-06   0.190327E-08
  1697   0.394565E+03  -0.344930E+02   0.126737E-05  -0.344930E+02   0.129995E+02   0.107488E-06   0.126737E-05   0.107488E-06   0.190042E-08
  1698   0.395105E+03  -0.343759E+02   0.136983E-05  -0.343759E+02   0.128586E+02   0.104734E-06   0.136983E-05   0.104734E-06   0.189758E-08
  1699   0.395635E+03  -0.342515E+02   0.146849E-05  -0.342515E+02   0.127184E+02   0.102029E-06   0.146849E-05   0.102029E-06   0.189474E-08
  1700   0.396154E+03  -0.341197E+02   0.156310E-05  -0.341197E+02   0.125790E+02   0.993786E-07   0.156310E-05   0.993786E-07   0.189191E-08
  1701   0.396661E+03  -0.339807E+02   0.165345E-05  -0.339807E+02   0.124403E+02   0.967850E-07   0.165345E-05   0.967850E-07   0.188908E-08
  1702   0.397156E+03  -0.338344E+02   0.173956E-05  -0.338344E+02   0.123025E+02   0.942473E-07   0.173956E-05   0.942473E-07   0.188625E-08
  1703   0.397638E+03  -0.336812E+02   0.182154E-05  -0.336812E+02   0.121657E+02   0.917632E-07   0.182154E-05   0.917632E-07   0.188343E-08
  1704   0.398107E+03  -0.335210E+02   0.189945E-05  -0.335210E+02   0.120297E+02   0.893307E-07   0.189945E-05   0.893307E-07   0.188062E-08
  1705   0.398563E+03  -0.333540E+02   0.197340E-05  -0.333540E+02   0.118949E+02   0.869475E-07   0.197340E-05   0.869475E-07   0.187781E-08
  1706   0.399004E+03  -0.331802E+02   0.204346E-05  -0.331802E+02   0.117609E+02   0.846114E-07   0.204346E-05   0.846114E-07   0.187500E-08
  1707   0.399432E+03  -0.329997E+02   0.210973E-05  -0.329997E+02   0.116280E+02   0.823203E-07   0.210973E-05   0.823203E-07   0.187220E-08
  1708   0.399844E+03  -0.328127E+02   0.217229E-05  -0.328127E+02   0.114962E+02   0.800720E-07   0.217229E-05   0.800720E-07   0.186940E-08
  1709   0.400242E+03  -0.326191E+02   0.223123E-05  -0.326191E+02   0.113656E+02   0.778642E-07   0.223123E-05   0.778642E-07   0.186661E-08
  1710   0.400624E+03  -0.324192E+02   0.228663E-05  -0.324192E+02   0.112361E+02   0.756949E-07   0.228663E-05   0.756949E-07   0.186382E-08
  1711   0.400991E+03  -0.322130E+02   0.233859E-05  -0.322130E+02   0.111078E+02   0.735617E-07   0.233859E-05   0.735617E-07   0.186104E-08
  1712   0.401341E+03  -0.320006E+02   0.238719E-05  -0.320006E+02   0.109807E+02   0.714626E-07   0.238719E-05   0.714626E-07   0.185826E-08
  1713   0.401674E+03  -0.317822E+02   0.243252E-05  -0.317822E+02   0.108549E+02   0.693954E-07   0.243252E-05   0.693954E-07   0.185549E-08
  1714   0.401991E+03  -0.315577E+02   0.247466E-05  -0.315577E+02   0.107303E+02   0.673578E-07   0.247466E-05   0.673578E-07   0.185272E-08
  1715   0.402290E+03  -0.313275E+02   0.251371E-05  -0.313275E+02   0.106071E+02   0.653476E-07   0.251371E-05   0.653476E-07   0.184995E-08
  1716   0.402573E+03  -0.310915E+02   0.254975E-05  -0.310915E+02   0.104853E+02   0.633628E-07   0.254975E-05   0.633628E-07   0.184719E-08
  1717   0.402836E+03  -0.308499E+02   0.258286E-05  -0.308499E+02   0.103649E+02   0.614011E-07   0.258286E-05   0.614011E-07   0.184444E-08
  1718   0.403082E+03  -0.306030E+02   0.261314E-05  -0.306030E+02   0.102458E+02   0.594604E-07   0.261314E-05   0.594604E-07   0.184169E-08
  1719   0.403310E+03  -0.303505E+02   0.264067E-05  -0.303505E+02   0.101283E+02   0.575383E-07   0.264067E-05   0.575383E-07   0.183894E-08
  1720   0.403518E+03  -0.300930E+02   0.266554E-05  -0.300930E+02   0.100121E+02   0.556329E-07   0.266554E-05   0.556329E-07   0.183620E-08
  1721   0.403708E+03  -0.298303E+02   0.268784E-05  -0.298303E+02   0.989760E+01   0.537418E-07   0.268784E-05   0.537418E-07   0.183346E-08
  1722   0.403879E+03  -0.295626E+02   0.270765E-05  -0.295626E+02   0.978458E+01   0.518629E-07   0.270765E-05   0.518629E-07   0.183073E-08
  1723   0.404029E+03  -0.292903E+02   0.272506E-05  -0.292903E+02   0.967322E+01   0.499940E-07   0.272506E-05   0.499940E-07   0.182800E-08
  1724   0.404161E+03  -0.290131E+02   0.274016E-05  -0.290131E+02   0.956342E+01   0.481329E-07   0.274016E-05   0.481329E-07   0.182527E-08
  1725   0.404272E+03  -0.287315E+02   0.275303E-05  -0.287315E+02   0.945527E+01   0.462775E-07   0.275303E-05   0.462775E-07   0.182255E-08
  1726   0.404363E+03  -0.284455E+02   0.276377E-05  -0.284455E+02   0.934875E+01   0.444255E-07   0.276377E-05   0.444255E-07   0.181984E-08
  1727   0.404434E+03  -0.281551E+02   0.277246E-05  -0.281551E+02   0.924401E+01   0.425748E-07   0.277246E-05   0.425748E-07   0.181713E-08
  1728   0.404483E+03  -0.278607E+02   0.277918E-05  -0.278607E+02   0.914088E+01   0.407232E-07   0.277918E-05   0.407232E-07   0.181442E-08
  1729   0.404512E+03  -0.275623E+02   0.278403E-05  -0.275623E+02   0.903959E+01   0.388685E-07   0.278403E-05   0.388685E-07   0.181172E-08
  1730   0.404520E+03  -0.272600E+02   0.278709E-05  -0.272600E+02   0.894005E+01   0.370085E-07   0.278709E-05   0.370085E-07   0.180902E-08
  1731   0.404506E+03  -0.269539E+02   0.278845E-05  -0.269539E+02   0.884226E+01   0.351411E-07   0.278845E-05   0.351411E-07   0.180633E-08
  1732   0.404470E+03  -0.266443E+02   0.278820E-05  -0.266443E+02   0.874629E+01   0.332640E-07   0.278820E-05   0.332640E-07   0.180364E-08
  1733   0.404413E+03  -0.263312E+02   0.278642E-05  -0.263312E+02   0.865220E+01   0.313750E-07   0.278642E-05   0.313750E-07   0.180095E-08
  1734   0.404333E+03  -0.260147E+02   0.278320E-05  -0.260147E+02   0.855991E+01   0.294721E-07   0.278320E-05   0.294721E-07   0.179827E-08
  1735   0.404231E+03  -0.256952E+02   0.277863E-05  -0.256952E+02   0.846948E+01   0.275530E-07   0.277863E-05   0.275530E-07   0.179559E-08
  1736   0.404108E+03  -0.253727E+02   0.277279E-05  -0.253727E+02   0.838100E+01   0.256154E-07   0.277279E-05   0.256154E-07   0.179292E-08
  1737   0.403962E+03  -0.250473E+02   0.276578E-05  -0.250473E+02   0.829444E+01   0.236573E-07   0.276578E-05   0.236573E-07   0.179026E-08
  1738   0.403794E+03  -0.247194E+02   0.275768E-05  -0.247194E+02   0.820981E+01   0.216765E-07   0.275768E-05   0.216765E-07   0.178759E-08
  1739   0.403603E+03  -0.243890E+02   0.274858E-05  -0.243890E+02   0.812716E+01   0.196707E-07   0.274858E-05   0.196707E-07   0.178493E-08
  1740   0.403390E+03  -0.240563E+02   0.273855E-05  -0.240563E+02   0.804650E+01   0.176378E-07   0.273855E-05   0.176378E-07   0.178228E-08
  1741   0.403156E+03  -0.237214E+02   0.272771E-05  -0.237214E+02   0.796782E+01   0.155756E-07   0.272771E-05   0.155756E-07   0.177963E-08
  1742   0.402898E+03  -0.233846E+02   0.271612E-05  -0.233846E+02   0.789118E+01   0.134819E-07   0.271612E-05   0.134819E-07   0.177698E-08
  1743   0.402618E+03  -0.230458E+02   0.270387E-05  -0.230458E+02   0.781650E+01   0.113545E-07   0.270387E-05   0.113545E-07   0.177434E-08
  1744   0.402315E+03  -0.227054E+02   0.269106E-05  -0.227054E+02   0.774393E+01   0.919130E-08   0.269106E-05   0.919130E-08   0.177170E-08
  1745   0.401989E+03  -0.223634E+02   0.267777E-05  -0.223634E+02   0.767338E+01   0.699003E-08   0.267777E-05   0.699003E-08   0.176907E-08
  1746   0.401640E+03  -0.220200E+02   0.266409E-05  -0.220200E+02   0.760492E+01   0.474854E-08   0.266409E-05   0.474854E-08   0.176644E-08
  1747   0.401268E+03  -0.216753E+02   0.265011E-05  -0.216753E+02   0.753847E+01   0.246464E-08   0.265011E-05   0.246464E-08   0.176382E-08
  1748   0.400874E+03  -0.213296E+02   0.263591E-05  -0.213296E+02   0.747417E+01   0.136152E-09   0.263591E-05   0.136152E-09   0.176120E-08
  1749   0.400456E+03  -0.209829E+02   0.262157E-05  -0.209829E+02   0.741195E+01  -0.223912E-08   0.262157E-05  -0.223912E-08   0.175858E-08
  1750   0.400016E+03  -0.206355E+02   0.260720E-05  -0.206355E+02   0.735178E+01  -0.466334E-08   0.260720E-05  -0.466334E-08   0.175597E-08
  1751   0.399552E+03  -0.202874E+02   0.259285E-05  -0.202874E+02   0.729375E+01  -0.713778E-08   0.259285E-05  -0.713778E-08   0.175336E-08
  1752   0.399066E+03  -0.199389E+02   0.257853E-05  -0.199389E+02   0.723784E+01  -0.965992E-08   0.257853E-05  -0.965992E-08   0.175076E-08
  1753   0.398557E+03  -0.195901E+02   0.256424E-05  -0.195901E+02   0.718405E+01  -0.122263E-07   0.256424E-05  -0.122263E-07   0.174816E-08
  1754   0.398025E+03  -0.192410E+02   0.254995E-05  -0.192410E+02   0.713236E+01  -0.148335E-07   0.254995E-05  -0.148335E-07   0.174556E-08
  1755   0.397471E+03  -0.188920E+02   0.253567E-05  -0.188920E+02   0.708285E+01  -0.174781E-07   0.253567E-05  -0.174781E-07   0.174297E-08
  1756   0.396894E+03  -0.185429E+02   0.252136E-05  -0.185429E+02   0.703543E+01  -0.201566E-07   0.252136E-05  -0.201566E-07   0.174038E-08
  1757   0.396294E+03  -0.181941E+02   0.250703E-05  -0.181941E+02   0.699016E+01  -0.228655E-07   0.250703E-05  -0.228655E-07   0.173780E-08
  1758   0.395672E+03  -0.178456E+02   0.249266E-05  -0.178456E+02   0.694697E+01  -0.256016E-07   0.249266E-05  -0.256016E-07   0.173522E-08
  1759   0.395026E+03  -0.174975E+02   0.247824E-05  -0.174975E+02   0.690597E+01  -0.283612E-07   0.247824E-05  -0.283612E-07   0.173265E-08
  1760   0.394360E+03  -0.171500E+02   0.246376E-05  -0.171500E+02   0.686708E+01  -0.311409E-07   0.246376E-05  -0.311409E-07   0.173008E-08
  1761   0.393670E+03  -0.168032E+02   0.244920E-05  -0.168032E+02   0.683031E+01  -0.339373E-07   0.244920E-05  -0.339373E-07   0.172751E-08
  1762   0.392958E+03  -0.164572E+02   0.243456E-05  -0.164572E+02   0.679566E+01  -0.367470E-07   0.243456E-05  -0.367470E-07   0.172495E-08
  1763   0.392225E+03  -0.161123E+02   0.241982E-05  -0.161123E+02   0.676313E+01  -0.395666E-07   0.241982E-05  -0.395666E-07   0.172239E-08
  1764   0.391470E+03  -0.157684E+02   0.240497E-05  -0.157684E+02   0.673270E+01  -0.423924E-07   0.240497E-05  -0.423924E-07   0.171984E-08
  1765   0.390693E+03  -0.154258E+02   0.238999E-05  -0.154258E+02   0.670440E+01  -0.452212E-07   0.238999E-05  -0.452212E-07   0.171729E-08
  1766   0.389896E+03  -0.150846E+02   0.237489E-05  -0.150846E+02   0.667820E+01  -0.480495E-07   0.237489E-05  -0.480495E-07   0.171474E-08
  1767   0.389077E+03  -0.147449E+02   0.235963E-05  -0.147449E+02   0.665409E+01  -0.508739E-07   0.235963E-05  -0.508739E-07   0.171220E-08
  1768   0.388238E+03  -0.144068E+02   0.234422E-05  -0.144068E+02   0.663209E+01  -0.536908E-07   0.234422E-05  -0.536908E-07   0.170966E-08
  1769   0.387379E+03  -0.140705E+02   0.232864E-05  -0.140705E+02   0.661217E+01  -0.564968E-07   0.232864E-05  -0.564968E-07   0.170713E-08
  1770   0.386499E+03  -0.137362E+02   0.231288E-05  -0.137362E+02   0.659432E+01  -0.592886E-07   0.231288E-05  -0.592886E-07   0.170460E-08
  1771   0.385599E+03  -0.134039E+02   0.229692E-05  -0.134039E+02   0.657854E+01  -0.620626E-07   0.229692E-05  -0.620626E-07   0.170208E-08
  1772   0.384680E+03  -0.130737E+02   0.228076E-05  -0.130737E+02   0.656481E+01  -0.648155E-07   0.228076E-05  -0.648155E-07   0.169955E-08
  1773   0.383741E+03  -0.127458E+02   0.226438E-05  -0.127458E+02   0.655311E+01  -0.675437E-07   0.226438E-05  -0.675437E-07   0.169704E-08
  1774   0.382782E+03  -0.124203E+02   0.224778E-05  -0.124203E+02   0.654345E+01  -0.702438E-07   0.224778E-05  -0.702438E-07   0.169452E-08
  1775   0.381805E+03  -0.120973E+02   0.223093E-05  -0.120973E+02   0.653579E+01  -0.729124E-07   0.223093E-05  -0.729124E-07   0.169201E-08
  1776   0.380808E+03  -0.117770E+02   0.221383E-05  -0.117770E+02   0.653015E+01  -0.755461E-07   0.221383E-05  -0.755461E-07   0.168951E-08
  1777   0.379793E+03  -0.114593E+02   0.219646E-05  -0.114593E+02   0.652648E+01  -0.781413E-07   0.219646E-05  -0.781413E-07   0.168701E-08
  1778   0.378760E+03  -0.111445E+02   0.217882E-05  -0.111445E+02   0.652479E+01  -0.806947E-07   0.217882E-05  -0.806947E-07   0.168451E-08
  1779   0.377709E+03  -0.108327E+02   0.216089E-05  -0.108327E+02   0.652504E+01  -0.832028E-07   0.216089E-05  -0.832028E-07   0.168202E-08
  1780   0.376640E+03  -0.105240E+02   0.214266E-05  -0.105240E+02   0.652724E+01  -0.856622E-07   0.214266E-05  -0.856622E-07   0.167953E-08
  1781   0.375553E+03  -0.102185E+02   0.212412E-05  -0.102185E+02   0.653134E+01  -0.880693E-07   0.212412E-05  -0.880693E-07   0.167704E-08
  1782   0.374450E+03  -0.991640E+01   0.210525E-05  -0.991640E+01   0.653736E+01  -0.904209E-07   0.210525E-05  -0.904209E-07   0.167456E-08
  1783   0.373330E+03  -0.961763E+01   0.208605E-05  -0.961763E+01   0.654525E+01  -0.927133E-07   0.208605E-05  -0.927133E-07   0.167209E-08
  1784   0.372193E+03  -0.932242E+01   0.206650E-05  -0.932242E+01   0.655500E+01  -0.949433E-07   0.206650E-05  -0.949433E-07   0.166961E-08
  1785   0.371040E+03  -0.903089E+01   0.204659E-05  -0.903089E+01   0.656660E+01  -0.971073E-07   0.204659E-05  -0.971073E-07   0.166714E-08
  1786   0.369872E+03  -0.874303E+01   0.202630E-05  -0.874303E+01   0.658000E+01  -0.992018E-07   0.202630E-05  -0.992018E-07   0.166468E-08
  1787   0.368689E+03  -0.845912E+01   0.200564E-05  -0.845912E+01   0.659520E+01  -0.101224E-06   0.200564E-05  -0.101224E-06   0.166222E-08
  1788   0.367490E+03  -0.817909E+01   0.198458E-05  -0.817909E+01   0.661218E+01  -0.103169E-06   0.198458E-05  -0.103169E-06   0.165976E-08
  1789   0.366277E+03  -0.790320E+01   0.196311E-05  -0.790320E+01   0.663090E+01  -0.105035E-06   0.196311E-05  -0.105035E-06   0.165730E-08
  1790   0.365051E+03  -0.763138E+01   0.194122E-05  -0.763138E+01   0.665135E+01  -0.106817E-06   0.194122E-05  -0.106817E-06   0.165485E-08
  1791   0.363809E+03  -0.736383E+01   0.191890E-05  -0.736383E+01   0.667350E+01  -0.108513E-06   0.191890E-05  -0.108513E-06   0.165241E-08
  1792   0.362554E+03  -0.710062E+01   0.189614E-05  -0.710062E+01   0.669732E+01  -0.110119E-06   0.189614E-05  -0.110119E-06   0.164997E-08
  1793   0.361287E+03  -0.684188E+01   0.187292E-05  -0.684188E+01   0.672278E+01  -0.111631E-06   0.187292E-05  -0.111631E-06   0.164753E-08
  1794   0.360005E+03  -0.658768E+01   0.184923E-05  -0.658768E+01   0.674986E+01  -0.113047E-06   0.184923E-05  -0.113047E-06   0.164509E-08
  1795   0.358712E+03  -0.633806E+01   0.182507E-05  -0.633806E+01   0.677853E+01  -0.114361E-06   0.182507E-05  -0.114361E-06   0.164266E-08
  1796   0.357406E+03  -0.609310E+01   0.180042E-05  -0.609310E+01   0.680876E+01  -0.115573E-06   0.180042E-05  -0.115573E-06   0.164024E-08
  1797   0.356088E+03  -0.585300E+01   0.177526E-05  -0.585300E+01   0.684053E+01  -0.116676E-06   0.177526E-05  -0.116676E-06   0.163782E-08
  1798   0.354759E+03  -0.561783E+01   0.174959E-05  -0.561783E+01   0.687379E+01  -0.117669E-06   0.174959E-05  -0.117669E-06   0.163540E-08
  1799   0.353420E+03  -0.538750E+01   0.172339E-05  -0.538750E+01   0.690853E+01  -0.118548E-06   0.172339E-05  -0.118548E-06   0.163298E-08
  1800   0.352069E+03  -0.516229E+01   0.169666E-05  -0.516229E+01   0.694471E+01  -0.119310E-06   0.169666E-05  -0.119310E-06   0.163057E-08
  1801   0.350709E+03  -0.494218E+01   0.166939E-05  -0.494218E+01   0.698230E+01  -0.119951E-06   0.166939E-05  -0.119951E-06   0.162816E-08
  1802   0.349340E+03  -0.472725E+01   0.164163E-05  -0.472725E+01   0.702128E+01  -0.120477E-06   0.164163E-05  -0.120477E-06   0.162576E-08
  1803   0.347962E+03  -0.451757E+01   0.161347E-05  -0.451757E+01   0.706161E+01  -0.120892E-06   0.161347E-05  -0.120892E-06   0.162336E-08
  1804   0.346575E+03  -0.431320E+01   0.158497E-05  -0.431320E+01   0.710328E+01  -0.121201E-06   0.158497E-05  -0.121201E-06   0.162096E-08
  1805   0.345180E+03  -0.411418E+01   0.155619E-05  -0.411418E+01   0.714625E+01  -0.121409E-06   0.155619E-05  -0.121409E-06   0.161857E-08
  1806   0.343777E+03  -0.392056E+01   0.152721E-05  -0.392056E+01   0.719049E+01  -0.121522E-06   0.152721E-05  -0.121522E-06   0.161618E-08
  1807   0.342366E+03  -0.373238E+01   0.149810E-05  -0.373238E+01   0.723598E+01  -0.121544E-06   0.149810E-05  -0.121544E-06   0.161380E-08
  1808   0.340948E+03  -0.354968E+01   0.146893E-05  -0.354968E+01   0.728268E+01  -0.121481E-06   0.146893E-05  -0.121481E-06   0.161142E-08
  1809   0.339523E+03  -0.337254E+01   0.143976E-05  -0.337254E+01   0.733057E+01  -0.121338E-06   0.143976E-05  -0.121338E-06   0.160904E-08
  1810   0.338092E+03  -0.320098E+01   0.141067E-05  -0.320098E+01   0.737961E+01  -0.121120E-06   0.141067E-05  -0.121120E-06   0.160667E-08
  1811   0.336654E+03  -0.303503E+01   0.138173E-05  -0.303503E+01   0.742978E+01  -0.120832E-06   0.138173E-05  -0.120832E-06   0.160430E-08
  1812   0.335211E+03  -0.287474E+01   0.135300E-05  -0.287474E+01   0.748103E+01  -0.120479E-06   0.135300E-05  -0.120479E-06   0.160193E-08
  1813   0.333762E+03  -0.272012E+01   0.132456E-05  -0.272012E+01   0.753335E+01  -0.120066E-06   0.132456E-05  -0.120066E-06   0.159957E-08
  1814   0.332308E+03  -0.257123E+01   0.129647E-05  -0.257123E+01   0.758670E+01  -0.119599E-06   0.129647E-05  -0.119599E-06   0.159721E-08
  1815   0.330850E+03  -0.242808E+01   0.126880E-05  -0.242808E+01   0.764105E+01  -0.119082E-06   0.126880E-05  -0.119082E-06   0.159486E-08
  1816   0.329388E+03  -0.229070E+01   0.124163E-05  -0.229070E+01   0.769636E+01  -0.118520E-06   0.124163E-05  -0.118520E-06   0.159251E-08
  1817   0.327922E+03  -0.215912E+01   0.121503E-05  -0.215912E+01   0.775260E+01  -0.117919E-06   0.121503E-05  -0.117919E-06   0.159016E-08
  1818   0.326453E+03  -0.203337E+01   0.118906E-05  -0.203337E+01   0.780975E+01  -0.117284E-06   0.118906E-05  -0.117284E-06   0.158782E-08
  1819   0.324981E+03  -0.191346E+01   0.116378E-05  -0.191346E+01   0.786776E+01  -0.116620E-06   0.116378E-05  -0.116620E-06   0.158548E-08
  1820   0.323507E+03  -0.179941E+01   0.113929E-05  -0.179941E+01   0.792660E+01  -0.115932E-06   0.113929E-05  -0.115932E-06   0.158314E-08
  1821   0.322030E+03  -0.169123E+01   0.111563E-05  -0.169123E+01   0.798620E+01  -0.115225E-06   0.111563E-05  -0.115225E-06   0.158081E-08
  1822   0.320553E+03  -0.158894E+01   0.109289E-05  -0.158894E+01   0.804662E+01  -0.114504E-06   0.109289E-05  -0.114504E-06   0.157848E-08
  1823   0.319073E+03  -0.149256E+01   0.107112E-05  -0.149256E+01   0.810776E+01  -0.113774E-06   0.107112E-05  -0.113774E-06   0.157616E-08
  1824   0.317592E+03  -0.140211E+01   0.105041E-05  -0.140211E+01   0.816954E+01  -0.113041E-06   0.105041E-05  -0.113041E-06   0.157384E-08
  1825   0.316112E+03  -0.131756E+01   0.103082E-05  -0.131756E+01   0.823197E+01  -0.112309E-06   0.103082E-05  -0.112309E-06   0.157152E-08
  1826   0.314631E+03  -0.123894E+01   0.101242E-05  -0.123894E+01   0.829510E+01  -0.111584E-06   0.101242E-05  -0.111584E-06   0.156920E-08
  1827   0.313150E+03  -0.116623E+01   0.995277E-06  -0.116623E+01   0.835873E+01  -0.110871E-06   0.995277E-06  -0.110871E-06   0.156689E-08
  1828   0.311671E+03  -0.109941E+01   0.979465E-06  -0.109941E+01   0.842292E+01  -0.110175E-06   0.979465E-06  -0.110175E-06   0.156459E-08
  1829   0.310193E+03  -0.103850E+01   0.965051E-06  -0.103850E+01   0.848767E+01  -0.109500E-06   0.965051E-06  -0.109500E-06   0.156229E-08
  1830   0.308716E+03  -0.983482E+00   0.952106E-06  -0.983482E+00   0.855290E+01  -0.108853E-06   0.952106E-06  -0.108853E-06   0.155999E-08
  1831   0.307242E+03  -0.934348E+00   0.940699E-06  -0.934348E+00   0.861854E+01  -0.108237E-06   0.940699E-06  -0.108237E-06   0.155769E-08
  1832   0.305771E+03  -0.891083E+00   0.930900E-06  -0.891083E+00   0.868458E+01  -0.107659E-06   0.930900E-06  -0.107659E-06   0.155540E-08
  1833   0.304303E+03  -0.853676E+00   0.922778E-06  -0.853676E+00   0.875094E+01  -0.107124E-06   0.922778E-06  -0.107124E-06   0.155311E-08
  1834   0.302838E+03  -0.822100E+00   0.916403E-06  -0.822100E+00   0.881771E+01  -0.106636E-06   0.916403E-06  -0.106636E-06   0.155083E-08
  1835   0.301378E+03  -0.796343E+00   0.911845E-06  -0.796343E+00   0.888473E+01  -0.106200E-06   0.911845E-06  -0.106200E-06   0.154854E-08
  1836   0.299922E+03  -0.776380E+00   0.909173E-06  -0.776380E+00   0.895199E+01  -0.105823E-06   0.909173E-06  -0.105823E-06   0.154627E-08
  1837   0.298470E+03  -0.762200E+00   0.908456E-06  -0.762200E+00   0.901950E+01  -0.105508E-06   0.908456E-06  -0.105508E-06   0.154399E-08
  1838   0.297023E+03  -0.753775E+00   0.909765E-06  -0.753775E+00   0.908718E+01  -0.105261E-06   0.909765E-06  -0.105261E-06   0.154172E-08
  1839   0.295582E+03  -0.751080E+00   0.913169E-06  -0.751080E+00   0.915503E+01  -0.105087E-06   0.913169E-06  -0.105087E-06   0.153946E-08
  1840   0.294146E+03  -0.754073E+00   0.918738E-06  -0.754073E+00   0.922296E+01  -0.104991E-06   0.918738E-06  -0.104991E-06   0.153719E-08
  1841   0.292717E+03  -0.762721E+00   0.926541E-06  -0.762721E+00   0.929098E+01  -0.104978E-06   0.926541E-06  -0.104978E-06   0.153493E-08
  1842   0.291293E+03  -0.776982E+00   0.936647E-06  -0.776982E+00   0.935894E+01  -0.105054E-06   0.936647E-06  -0.105054E-06   0.153268E-08
  1843   0.289878E+03  -0.796823E+00   0.949127E-06  -0.796823E+00   0.942699E+01  -0.105223E-06   0.949127E-06  -0.105223E-06   0.153042E-08
  1844   0.288469E+03  -0.822211E+00   0.964050E-06  -0.822211E+00   0.949497E+01  -0.105491E-06   0.964050E-06  -0.105491E-06   0.152818E-08
  1845   0.287068E+03  -0.853096E+00   0.981486E-06  -0.853096E+00   0.956280E+01  -0.105863E-06   0.981486E-06  -0.105863E-06   0.152593E-08
  1846   0.285676E+03  -0.889444E+00   0.100150E-05  -0.889444E+00   0.963056E+01  -0.106343E-06   0.100150E-05  -0.106343E-06   0.152369E-08
  1847   0.284293E+03  -0.931208E+00   0.102417E-05  -0.931208E+00   0.969818E+01  -0.106937E-06   0.102417E-05  -0.106937E-06   0.152145E-08
  1848   0.282917E+03  -0.978332E+00   0.104956E-05  -0.978332E+00   0.976557E+01  -0.107651E-06   0.104956E-05  -0.107651E-06   0.151921E-08
  1849   0.281551E+03  -0.103077E+01   0.107775E-05  -0.103077E+01   0.983274E+01  -0.108488E-06   0.107775E-05  -0.108488E-06   0.151698E-08
  1850   0.280195E+03  -0.108848E+01   0.110879E-05  -0.108848E+01   0.989960E+01  -0.109454E-06   0.110879E-05  -0.109454E-06   0.151476E-08
