#    L    TT             EE             TE             PP             TP          
   321   0.331058E+04   0.132809E+02   0.117769E+03   0.155870E+07   0.902662E+03
   322   0.327746E+04   0.134695E+02   0.117243E+03   0.155295E+07   0.894193E+03
   323   0.324451E+04   0.136577E+02   0.116679E+03   0.154723E+07   0.885790E+03
   324   0.321172E+04   0.138454E+02   0.116077E+03   0.154155E+07   0.877453E+03
   325   0.317913E+04   0.140326E+02   0.115438E+03   0.153590E+07   0.869182E+03
   326   0.314672E+04   0.142192E+02   0.114762E+03   0.153027E+07   0.860977E+03
   327   0.311451E+04   0.144051E+02   0.114048E+03   0.152468E+07   0.852839E+03
   328   0.308252E+04   0.145902E+02   0.113297E+03   0.151912E+07   0.844767E+03
   329   0.305074E+04   0.147745E+02   0.112510E+03   0.151359E+07   0.836762E+03
   330   0.301919E+04   0.149578E+02   0.111686E+03   0.150809E+07   0.828824E+03
   331   0.298788E+04   0.151402E+02   0.110826E+03   0.150261E+07   0.820953E+03
   332   0.295682E+04   0.153216E+02   0.109930E+03   0.149717E+07   0.813150E+03
   333   0.292600E+04   0.155018E+02   0.108999E+03   0.149175E+07   0.805414E+03
   334   0.289544E+04   0.156808E+02   0.108033E+03   0.148637E+07   0.797746E+03
   335   0.286516E+04   0.158584E+02   0.107032E+03   0.148101E+07   0.790146E+03
   336   0.283516E+04   0.160347E+02   0.105996E+03   0.147568E+07   0.782614E+03
   337   0.280544E+04   0.162097E+02   0.104928E+03   0.147037E+07   0.775150E+03
   338   0.277601E+04   0.163831E+02   0.103826E+03   0.146510E+07   0.767755E+03
   339   0.274688E+04   0.165549E+02   0.102691E+03   0.145985E+07   0.760429E+03
   340   0.271808E+04   0.167252E+02   0.101524E+03   0.145463E+07   0.753172E+03
   341   0.268958E+04   0.168938E+02   0.100325E+03   0.144944E+07   0.745984E+03
   342   0.266140E+04   0.170605E+02   0.990942E+02   0.144427E+07   0.738865E+03
   343   0.263356E+04   0.172253E+02   0.978325E+02   0.143913E+07   0.731816E+03
   344   0.260604E+04   0.173882E+02   0.965395E+02   0.143401E+07   0.724836E+03
   345   0.257885E+04   0.175490E+02   0.952159E+02   0.142892E+07   0.717927E+03
   346   0.255201E+04   0.177076E+02   0.938618E+02   0.142385E+07   0.711087E+03
   347   0.252551E+04   0.178641E+02   0.924779E+02   0.141882E+07   0.704318E+03
   348   0.249937E+04   0.180182E+02   0.910644E+02   0.141380E+07   0.697620E+03
   349   0.247358E+04   0.181700E+02   0.896234E+02   0.140881E+07   0.690992E+03
   350   0.244816E+04   0.183194E+02   0.881542E+02   0.140385E+07   0.684435E+03
   351   0.242312E+04   0.184664E+02   0.866584E+02   0.139890E+07   0.677949E+03
   352   0.239847E+04   0.186110E+02   0.851367E+02   0.139399E+07   0.671532E+03
   353   0.237420E+04   0.187530E+02   0.835892E+02   0.138909E+07   0.665183E+03
   354   0.235033E+04   0.188924E+02   0.820181E+02   0.138422E+07   0.658900E+03
   355   0.232686E+04   0.190292E+02   0.804226E+02   0.137938E+07   0.652680E+03
   356   0.230379E+04   0.191633E+02   0.788037E+02   0.137455E+07   0.646523E+03
   357   0.228114E+04   0.192946E+02   0.771619E+02   0.136976E+07   0.640426E+03
   358   0.225889E+04   0.194231E+02   0.754982E+02   0.136498E+07   0.634388E+03
   359   0.223706E+04   0.195487E+02   0.738124E+02   0.136023E+07   0.628406E+03
   360   0.221564E+04   0.196712E+02   0.721062E+02   0.135550E+07   0.622480E+03
   361   0.219464E+04   0.197907E+02   0.703785E+02   0.135079E+07   0.616607E+03
   362   0.217406E+04   0.199071E+02   0.686312E+02   0.134610E+07   0.610785E+03
   363   0.215392E+04   0.200204E+02   0.668649E+02   0.134144E+07   0.605013E+03
   364   0.213419E+04   0.201304E+02   0.650803E+02   0.133680E+07   0.599289E+03
   365   0.211491E+04   0.202372E+02   0.632783E+02   0.133218E+07   0.593611E+03
   366   0.209606E+04   0.203406E+02   0.614596E+02   0.132759E+07   0.587977E+03
   367   0.207765E+04   0.204408E+02   0.596250E+02   0.132301E+07   0.582385E+03
   368   0.205968E+04   0.205374E+02   0.577755E+02   0.131846E+07   0.576835E+03
   369   0.204215E+04   0.206308E+02   0.559116E+02   0.131393E+07   0.571323E+03
   370   0.202507E+04   0.207205E+02   0.540343E+02   0.130942E+07   0.565848E+03
   371   0.200843E+04   0.208068E+02   0.521443E+02   0.130493E+07   0.560409E+03
   372   0.199225E+04   0.208895E+02   0.502424E+02   0.130047E+07   0.555004E+03
   373   0.197651E+04   0.209686E+02   0.483294E+02   0.129602E+07   0.549630E+03
   374   0.196122E+04   0.210442E+02   0.464061E+02   0.129160E+07   0.544286E+03
   375   0.194638E+04   0.211160E+02   0.444732E+02   0.128719E+07   0.538970E+03
   376   0.193199E+04   0.211841E+02   0.425316E+02   0.128281E+07   0.533681E+03
   377   0.191806E+04   0.212485E+02   0.405820E+02   0.127845E+07   0.528416E+03
   378   0.190457E+04   0.213091E+02   0.386251E+02   0.127411E+07   0.523174E+03
   379   0.189154E+04   0.213658E+02   0.366618E+02   0.126978E+07   0.517953E+03
   380   0.187897E+04   0.214186E+02   0.346929E+02   0.126548E+07   0.512752E+03
   381   0.186685E+04   0.214675E+02   0.327190E+02   0.126120E+07   0.507568E+03
   382   0.185518E+04   0.215123E+02   0.307410E+02   0.125694E+07   0.502399E+03
   383   0.184398E+04   0.215533E+02   0.287597E+02   0.125270E+07   0.497245E+03
   384   0.183322E+04   0.215902E+02   0.267761E+02   0.124847E+07   0.492102E+03
   385   0.182291E+04   0.216231E+02   0.247909E+02   0.124427E+07   0.486970E+03
   386   0.181305E+04   0.216521E+02   0.228051E+02   0.124009E+07   0.481846E+03
   387   0.180365E+04   0.216770E+02   0.208195E+02   0.123592E+07   0.476730E+03
   388   0.179469E+04   0.216981E+02   0.188349E+02   0.123178E+07   0.471618E+03
   389   0.178618E+04   0.217151E+02   0.168523E+02   0.122765E+07   0.466509E+03
   390   0.177811E+04   0.217281E+02   0.148725E+02   0.122354E+07   0.461401E+03
   391   0.177049E+04   0.217372E+02   0.128963E+02   0.121945E+07   0.456293E+03
   392   0.176330E+04   0.217421E+02   0.109245E+02   0.121538E+07   0.451183E+03
   393   0.175656E+04   0.217431E+02   0.895795E+01   0.121133E+07   0.446069E+03
   394   0.175025E+04   0.217400E+02   0.699740E+01   0.120729E+07   0.440949E+03
   395   0.174436E+04   0.217327E+02   0.504374E+01   0.120327E+07   0.435822E+03
   396   0.173891E+04   0.217215E+02   0.309776E+01   0.119928E+07   0.430685E+03
   397   0.173388E+04   0.217062E+02   0.116026E+01   0.119529E+07   0.425537E+03
   398   0.172927E+04   0.216868E+02  -0.767966E+00   0.119133E+07   0.420376E+03
   399   0.172509E+04   0.216632E+02  -0.268611E+01   0.118738E+07   0.415201E+03
   400   0.172133E+04   0.216357E+02  -0.459339E+01   0.118346E+07   0.410008E+03
   401   0.171799E+04   0.216041E+02  -0.648901E+01   0.117954E+07   0.404799E+03
   402   0.171506E+04   0.215684E+02  -0.837222E+01   0.117565E+07   0.399573E+03
   403   0.171254E+04   0.215288E+02  -0.102423E+02   0.117177E+07   0.394332E+03
   404   0.171044E+04   0.214851E+02  -0.120984E+02   0.116791E+07   0.389080E+03
   405   0.170873E+04   0.214374E+02  -0.139399E+02   0.116407E+07   0.383817E+03
   406   0.170742E+04   0.213859E+02  -0.157661E+02   0.116024E+07   0.378546E+03
   407   0.170650E+04   0.213304E+02  -0.175761E+02   0.115643E+07   0.373269E+03
   408   0.170597E+04   0.212709E+02  -0.193691E+02   0.115264E+07   0.367988E+03
   409   0.170582E+04   0.212076E+02  -0.211446E+02   0.114886E+07   0.362705E+03
   410   0.170605E+04   0.211405E+02  -0.229017E+02   0.114510E+07   0.357422E+03
   411   0.170664E+04   0.210695E+02  -0.246398E+02   0.114136E+07   0.352141E+03
   412   0.170761E+04   0.209948E+02  -0.263583E+02   0.113763E+07   0.346864E+03
   413   0.170893E+04   0.209163E+02  -0.280565E+02   0.113392E+07   0.341593E+03
   414   0.171062E+04   0.208342E+02  -0.297339E+02   0.113022E+07   0.336330E+03
   415   0.171265E+04   0.207484E+02  -0.313898E+02   0.112654E+07   0.331078E+03
   416   0.171503E+04   0.206590E+02  -0.330236E+02   0.112288E+07   0.325837E+03
   417   0.171775E+04   0.205660E+02  -0.346347E+02   0.111923E+07   0.320611E+03
   418   0.172080E+04   0.204696E+02  -0.362223E+02   0.111560E+07   0.315401E+03
   419   0.172419E+04   0.203696E+02  -0.377860E+02   0.111199E+07   0.310210E+03
   420   0.172790E+04   0.202662E+02  -0.393250E+02   0.110839E+07   0.305039E+03
   421   0.173193E+04   0.201594E+02  -0.408388E+02   0.110481E+07   0.299890E+03
   422   0.173628E+04   0.200492E+02  -0.423265E+02   0.110124E+07   0.294766E+03
   423   0.174094E+04   0.199356E+02  -0.437878E+02   0.109769E+07   0.289668E+03
   424   0.174590E+04   0.198188E+02  -0.452219E+02   0.109415E+07   0.284599E+03
   425   0.175115E+04   0.196987E+02  -0.466284E+02   0.109063E+07   0.279560E+03
   426   0.175670E+04   0.195754E+02  -0.480069E+02   0.108712E+07   0.274553E+03
   427   0.176252E+04   0.194491E+02  -0.493569E+02   0.108363E+07   0.269582E+03
   428   0.176863E+04   0.193199E+02  -0.506781E+02   0.108016E+07   0.264647E+03
   429   0.177499E+04   0.191878E+02  -0.519701E+02   0.107669E+07   0.259750E+03
   430   0.178161E+04   0.190528E+02  -0.532323E+02   0.107325E+07   0.254894E+03
   431   0.178848E+04   0.189152E+02  -0.544645E+02   0.106982E+07   0.250082E+03
   432   0.179559E+04   0.187749E+02  -0.556662E+02   0.106640E+07   0.245313E+03
   433   0.180295E+04   0.186320E+02  -0.568368E+02   0.106300E+07   0.240592E+03
   434   0.181053E+04   0.184867E+02  -0.579761E+02   0.105962E+07   0.235919E+03
   435   0.181835E+04   0.183388E+02  -0.590836E+02   0.105625E+07   0.231298E+03
   436   0.182639E+04   0.181885E+02  -0.601588E+02   0.105289E+07   0.226729E+03
   437   0.183464E+04   0.180359E+02  -0.612014E+02   0.104955E+07   0.222215E+03
   438   0.184311E+04   0.178811E+02  -0.622109E+02   0.104622E+07   0.217758E+03
   439   0.185178E+04   0.177241E+02  -0.631870E+02   0.104291E+07   0.213360E+03
   440   0.186064E+04   0.175650E+02  -0.641293E+02   0.103961E+07   0.209024E+03
   441   0.186969E+04   0.174038E+02  -0.650376E+02   0.103632E+07   0.204750E+03
   442   0.187891E+04   0.172408E+02  -0.659117E+02   0.103305E+07   0.200541E+03
   443   0.188830E+04   0.170759E+02  -0.667510E+02   0.102980E+07   0.196400E+03
   444   0.189784E+04   0.169093E+02  -0.675554E+02   0.102656E+07   0.192328E+03
   445   0.190754E+04   0.167409E+02  -0.683246E+02   0.102333E+07   0.188327E+03
   446   0.191736E+04   0.165711E+02  -0.690583E+02   0.102011E+07   0.184399E+03
   447   0.192733E+04   0.163998E+02  -0.697567E+02   0.101691E+07   0.180546E+03
   448   0.193742E+04   0.162271E+02  -0.704194E+02   0.101373E+07   0.176771E+03
   449   0.194765E+04   0.160532E+02  -0.710463E+02   0.101055E+07   0.173076E+03
   450   0.195799E+04   0.158780E+02  -0.716374E+02   0.100739E+07   0.169461E+03
   451   0.196844E+04   0.157018E+02  -0.721926E+02   0.100425E+07   0.165930E+03
   452   0.197901E+04   0.155246E+02  -0.727118E+02   0.100112E+07   0.162481E+03
   453   0.198967E+04   0.153465E+02  -0.731947E+02   0.997996E+06   0.159113E+03
   454   0.200042E+04   0.151676E+02  -0.736412E+02   0.994891E+06   0.155825E+03
   455   0.201126E+04   0.149880E+02  -0.740513E+02   0.991798E+06   0.152616E+03
   456   0.202216E+04   0.148077E+02  -0.744247E+02   0.988719E+06   0.149486E+03
   457   0.203313E+04   0.146269E+02  -0.747614E+02   0.985653E+06   0.146432E+03
   458   0.204415E+04   0.144456E+02  -0.750611E+02   0.982600E+06   0.143454E+03
   459   0.205520E+04   0.142640E+02  -0.753239E+02   0.979560E+06   0.140551E+03
   460   0.206630E+04   0.140821E+02  -0.755499E+02   0.976533E+06   0.137722E+03
   461   0.207742E+04   0.139001E+02  -0.757385E+02   0.973519E+06   0.134965E+03
   462   0.208859E+04   0.137180E+02  -0.758919E+02   0.970518E+06   0.132280E+03
   463   0.209976E+04   0.135361E+02  -0.760087E+02   0.967529E+06   0.129665E+03
   464   0.211097E+04   0.133543E+02  -0.760897E+02   0.964553E+06   0.127119E+03
   465   0.212219E+04   0.131729E+02  -0.761349E+02   0.961590E+06   0.124642E+03
   466   0.213342E+04   0.129919E+02  -0.761452E+02   0.958640E+06   0.122232E+03
   467   0.214466E+04   0.128114E+02  -0.761197E+02   0.955702E+06   0.119888E+03
   468   0.215589E+04   0.126316E+02  -0.760594E+02   0.952776E+06   0.117608E+03
   469   0.216711E+04   0.124525E+02  -0.759643E+02   0.949863E+06   0.115393E+03
   470   0.217831E+04   0.122741E+02  -0.758343E+02   0.946962E+06   0.113241E+03
   471   0.218947E+04   0.120967E+02  -0.756689E+02   0.944073E+06   0.111150E+03
   472   0.220059E+04   0.119204E+02  -0.754695E+02   0.941197E+06   0.109120E+03
   473   0.221166E+04   0.117451E+02  -0.752347E+02   0.938333E+06   0.107150E+03
   474   0.222267E+04   0.115710E+02  -0.749668E+02   0.935480E+06   0.105238E+03
   475   0.223362E+04   0.113983E+02  -0.746644E+02   0.932640E+06   0.103383E+03
   476   0.224451E+04   0.112270E+02  -0.743282E+02   0.929812E+06   0.101585E+03
   477   0.225533E+04   0.110572E+02  -0.739590E+02   0.926996E+06   0.998415E+02
   478   0.226608E+04   0.108891E+02  -0.735570E+02   0.924191E+06   0.981525E+02
   479   0.227676E+04   0.107227E+02  -0.731231E+02   0.921398E+06   0.965166E+02
   480   0.228735E+04   0.105583E+02  -0.726568E+02   0.918617E+06   0.949327E+02
   481   0.229786E+04   0.103957E+02  -0.721589E+02   0.915848E+06   0.933996E+02
   482   0.230828E+04   0.102352E+02  -0.716298E+02   0.913090E+06   0.919164E+02
   483   0.231859E+04   0.100768E+02  -0.710698E+02   0.910344E+06   0.904818E+02
   484   0.232879E+04   0.992072E+01  -0.704795E+02   0.907609E+06   0.890949E+02
   485   0.233887E+04   0.976701E+01  -0.698591E+02   0.904885E+06   0.877545E+02
   486   0.234882E+04   0.961572E+01  -0.692091E+02   0.902173E+06   0.864596E+02
   487   0.235864E+04   0.946695E+01  -0.685299E+02   0.899472E+06   0.852090E+02
   488   0.236832E+04   0.932090E+01  -0.678221E+02   0.896783E+06   0.840017E+02
   489   0.237787E+04   0.917752E+01  -0.670862E+02   0.894104E+06   0.828367E+02
   490   0.238727E+04   0.903702E+01  -0.663227E+02   0.891437E+06   0.817127E+02
   491   0.239652E+04   0.889948E+01  -0.655322E+02   0.888780E+06   0.806288E+02
   492   0.240562E+04   0.876490E+01  -0.647152E+02   0.886135E+06   0.795838E+02
   493   0.241458E+04   0.863344E+01  -0.638724E+02   0.883500E+06   0.785767E+02
   494   0.242337E+04   0.850523E+01  -0.630041E+02   0.880876E+06   0.776063E+02
   495   0.243201E+04   0.838035E+01  -0.621112E+02   0.878263E+06   0.766716E+02
   496   0.244048E+04   0.825882E+01  -0.611940E+02   0.875661E+06   0.757716E+02
   497   0.244878E+04   0.814077E+01  -0.602532E+02   0.873069E+06   0.749050E+02
   498   0.245690E+04   0.802628E+01  -0.592894E+02   0.870488E+06   0.740709E+02
   499   0.246483E+04   0.791543E+01  -0.583032E+02   0.867917E+06   0.732682E+02
   500   0.247257E+04   0.780837E+01  -0.572951E+02   0.865357E+06   0.724957E+02
   501   0.248011E+04   0.770509E+01  -0.562658E+02   0.862807E+06   0.717525E+02
   502   0.248745E+04   0.760574E+01  -0.552160E+02   0.860268E+06   0.710383E+02
   503   0.249459E+04   0.751032E+01  -0.541463E+02   0.857738E+06   0.703526E+02
   504   0.250152E+04   0.741904E+01  -0.530574E+02   0.855219E+06   0.696953E+02
   505   0.250825E+04   0.733181E+01  -0.519501E+02   0.852711E+06   0.690661E+02
   506   0.251477E+04   0.724879E+01  -0.508251E+02   0.850212E+06   0.684647E+02
   507   0.252109E+04   0.717005E+01  -0.496830E+02   0.847724E+06   0.678907E+02
   508   0.252719E+04   0.709566E+01  -0.485246E+02   0.845245E+06   0.673441E+02
   509   0.253308E+04   0.702568E+01  -0.473505E+02   0.842777E+06   0.668244E+02
   510   0.253876E+04   0.696017E+01  -0.461616E+02   0.840319E+06   0.663313E+02
   511   0.254422E+04   0.689917E+01  -0.449585E+02   0.837870E+06   0.658647E+02
   512   0.254947E+04   0.684274E+01  -0.437418E+02   0.835432E+06   0.654242E+02
   513   0.255449E+04   0.679095E+01  -0.425124E+02   0.833004E+06   0.650096E+02
   514   0.255929E+04   0.674386E+01  -0.412709E+02   0.830585E+06   0.646205E+02
   515   0.256386E+04   0.670150E+01  -0.400181E+02   0.828176E+06   0.642568E+02
   516   0.256821E+04   0.666394E+01  -0.387547E+02   0.825777E+06   0.639181E+02
   517   0.257233E+04   0.663121E+01  -0.374814E+02   0.823388E+06   0.636041E+02
   518   0.257622E+04   0.660338E+01  -0.361991E+02   0.821008E+06   0.633146E+02
   519   0.257987E+04   0.658049E+01  -0.349084E+02   0.818638E+06   0.630493E+02
   520   0.258328E+04   0.656258E+01  -0.336101E+02   0.816278E+06   0.628079E+02
   521   0.258646E+04   0.654970E+01  -0.323051E+02   0.813927E+06   0.625901E+02
   522   0.258939E+04   0.654189E+01  -0.309939E+02   0.811586E+06   0.623957E+02
   523   0.259207E+04   0.653918E+01  -0.296774E+02   0.809254E+06   0.622244E+02
   524   0.259451E+04   0.654162E+01  -0.283564E+02   0.806932E+06   0.620759E+02
   525   0.259671E+04   0.654921E+01  -0.270315E+02   0.804619E+06   0.619499E+02
   526   0.259867E+04   0.656199E+01  -0.257036E+02   0.802315E+06   0.618462E+02
   527   0.260039E+04   0.657999E+01  -0.243734E+02   0.800021E+06   0.617644E+02
   528   0.260187E+04   0.660323E+01  -0.230418E+02   0.797736E+06   0.617043E+02
   529   0.260311E+04   0.663174E+01  -0.217093E+02   0.795460E+06   0.616657E+02
   530   0.260411E+04   0.666553E+01  -0.203769E+02   0.793194E+06   0.616482E+02
   531   0.260487E+04   0.670463E+01  -0.190454E+02   0.790936E+06   0.616516E+02
   532   0.260540E+04   0.674904E+01  -0.177157E+02   0.788688E+06   0.616756E+02
   533   0.260569E+04   0.679877E+01  -0.163884E+02   0.786449E+06   0.617199E+02
   534   0.260573E+04   0.685385E+01  -0.150645E+02   0.784219E+06   0.617842E+02
   535   0.260554E+04   0.691429E+01  -0.137446E+02   0.781997E+06   0.618683E+02
   536   0.260511E+04   0.698010E+01  -0.124299E+02   0.779785E+06   0.619719E+02
   537   0.260444E+04   0.705128E+01  -0.111209E+02   0.777582E+06   0.620946E+02
   538   0.260354E+04   0.712784E+01  -0.981832E+01   0.775387E+06   0.622363E+02
   539   0.260241E+04   0.720975E+01  -0.852315E+01   0.773202E+06   0.623967E+02
   540   0.260104E+04   0.729703E+01  -0.723602E+01   0.771025E+06   0.625754E+02
   541   0.259944E+04   0.738968E+01  -0.595770E+01   0.768857E+06   0.627722E+02
   542   0.259762E+04   0.748769E+01  -0.468902E+01   0.766698E+06   0.629869E+02
   543   0.259556E+04   0.759105E+01  -0.343069E+01   0.764547E+06   0.632191E+02
   544   0.259328E+04   0.769976E+01  -0.218346E+01   0.762405E+06   0.634685E+02
   545   0.259079E+04   0.781377E+01  -0.948041E+00   0.760272E+06   0.637350E+02
   546   0.258806E+04   0.793309E+01   0.274865E+00   0.758147E+06   0.640182E+02
   547   0.258512E+04   0.805769E+01   0.148453E+01   0.756030E+06   0.643177E+02
   548   0.258196E+04   0.818747E+01   0.268026E+01   0.753922E+06   0.646335E+02
   549   0.257858E+04   0.832260E+01   0.386133E+01   0.751823E+06   0.649651E+02
   550   0.257498E+04   0.846282E+01   0.502703E+01   0.749732E+06   0.653124E+02
